,Word,Pronunciation
5203,bombastic,"['bɑmbæstɪk', 'bɒmbæstɪk']"
5204,bombay,"['bɑmbeɪ', 'bɒmbeɪ']"
5205,bombed,"['bɑmd', 'bɒmd']"
5206,bomber,"['bɑmɝ', 'bɑmɚ', 'bɒmɝ', 'bɒmɚ']"
5207,bombers,"['bɑmɝz', 'bɑmɚz', 'bɒmɝz', 'bɒmɚz']"
5208,bombing,"['bɑmɪŋ', 'bɒmɪŋ']"
5209,bombings,"['bɑmɪŋz', 'bɒmɪŋz']"
5210,bombs,"['bɑmz', 'bɒmz']"
5211,bombshell,"['bɑmʃɛl', 'bɒmʃɛl']"
5212,bombshells,"['bɑmʃɛlz', 'bɒmʃɛlz']"
5213,bon,"['bɑn', 'bɒn']"
5214,bona,['boʊnə']
5215,bonanza,['bənænzə']
5216,bonaventure,"['bɑnəvɛntʃɝ', 'bɑnəvɛntʃɚ', 'bɒnəvɛntʃɝ', 'bɒnəvɛntʃɚ']"
5217,bond,"['bɑnd', 'bɒnd']"
5218,bondage,"['bɑndɪdʒ', 'bɒndɪdʒ']"
5219,bonded,"['bɑndəd', 'bɒndəd']"
5220,bonded,"['bɑndɪd', 'bɒndɪd']"
5221,bonderman,"['bɑndɝmən', 'bɑndɚmən', 'bɒndɝmən', 'bɒndɚmən']"
5222,bonding,"['bɑndɪŋ', 'bɒndɪŋ']"
5223,bonds,"['bɑndz', 'bɒndz']"
5224,bone,['boʊn']
5225,boned,['boʊnd']
5226,boneless,['boʊnləs']
5227,boner,"['boʊnɝ', 'boʊnɚ']"
5228,bones,['boʊnz']
5229,boney,['boʊni']
5230,bonfire,"['bɑnfaɪɝ', 'bɑnfaɪɚ', 'bɒnfaɪɝ', 'bɒnfaɪɚ']"
5231,bonfires,"['bɑnfaɪɝz', 'bɑnfaɪɚz', 'bɒnfaɪɝz', 'bɒnfaɪɚz']"
5232,bong,"['bɑŋ', 'bɒŋ']"
5233,bongo,"['bɑŋɡoʊ', 'bɒŋɡoʊ']"
5234,bongos,"['bɑŋɡoʊz', 'bɒŋɡoʊz']"
5235,bonier,"['bɑnjɝ', 'bɑnjɚ', 'bɒnjɝ', 'bɒnjɚ']"
5236,boning,['boʊnɪŋ']
5237,bonita,['boʊnitə']
5238,bonito,['bənitoʊ']
5239,bonjour,['bənʒʊɹ']
5240,bonk,"['bɑŋk', 'bɒŋk']"
5241,bonkers,"['bɑŋkɝz', 'bɑŋkɚz', 'bɒŋkɝz', 'bɒŋkɚz']"
5242,bonne,"['bɑn', 'bɒn']"
5243,bonnes,['bɔnz']
5244,bonnet,"['bɑnət', 'bɒnət']"
5245,bonnie,"['bɑni', 'bɒni']"
5246,bonny,"['bɑni', 'bɒni']"
5247,bono,['boʊnoʊ']
5248,bons,"['bɑns', 'bɒns']"
5249,bonsai,"['bɑnsaɪ', 'bɒnsaɪ']"
5250,bonum,['boʊnəm']
5251,bonus,['boʊnəs']
5252,bonuses,['boʊnəsɪz']
5253,bony,['boʊni']
5254,boo,['bu']
5255,boob,['bub']
5256,boobs,['bubz']
5257,booby,['bubi']
5258,boodle,['budəl']
5259,boodles,['budəlz']
5260,booed,['bud']
5261,boogie,['buɡi']
5262,boogie,['bʊɡi']
5263,booing,['buɪŋ']
5264,book,['bʊk']
5265,bookbinder,"['bʊkbaɪndɝ', 'bʊkbaɪndɚ']"
5266,bookcase,['bʊkkeɪs']
5267,bookcases,['bʊkkeɪsɪz']
5268,booked,['bʊkt']
5269,bookend,['bʊkɛnd']
5270,bookends,['bʊkɛndz']
5271,booker,"['bʊkɝ', 'bʊkɚ']"
5272,bookers,"['bʊkɝz', 'bʊkɚz']"
5273,bookie,['bʊki']
5274,bookies,['bʊkiz']
5275,booking,['bʊkɪŋ']
5276,bookings,['bʊkɪŋz']
5277,bookish,['bʊkɪʃ']
5278,bookkeeper,"['bʊkkipɝ', 'bʊkkipɚ']"
5279,bookkeepers,"['bʊkkipɝz', 'bʊkkipɚz']"
5280,bookkeeping,['bʊkkipɪŋ']
5281,booklet,['bʊklɪt']
5282,booklets,['bʊklɪts']
5283,bookmaker,"['bʊkmeɪkɝ', 'bʊkmeɪkɚ']"
5284,bookmakers,"['bʊkmeɪkɝz', 'bʊkmeɪkɚz']"
5285,bookmaking,['bʊkmeɪkɪŋ']
5286,bookman,['bʊkmən']
5287,bookmark,"['bʊkmɑɹk', 'bʊkmɒɹk']"
5288,bookmarks,"['bʊkmɑɹks', 'bʊkmɒɹks']"
5289,bookmobile,['bʊkmoʊbil']
5290,books,['bʊks']
5291,bookseller,"['bʊksɛlɝ', 'bʊksɛlɚ']"
5292,booksellers,"['bʊksɛlɝz', 'bʊksɛlɚz']"
5293,bookshelf,['bʊkʃɛlf']
5294,bookshelves,['bʊkʃɛlvz']
5295,bookshop,"['bʊkʃɑp', 'bʊkʃɒp']"
5296,bookshops,"['bʊkʃɑps', 'bʊkʃɒps']"
5297,bookstore,['bʊkstɔɹ']
5298,bookstores,['bʊkstɔɹz']
5299,bookworm,"['bʊkwɝm', 'bʊkwɚm']"
5300,boolean,['buliən']
5301,boom,['bum']
5302,boombox,"['bʊmbɑks', 'bʊmbɒks']"
5303,boomed,['bumd']
5304,boomer,"['bumɝ', 'bumɚ']"
5305,boomerang,"['bumɝæŋ', 'bumɚæŋ']"
5306,boomers,"['bumɝz', 'bumɚz']"
5307,booming,['bumɪŋ']
5308,booms,['bumz']
5309,boomtown,['bumtaʊn']
5310,boon,['bun']
5311,boondocks,"['bundɑks', 'bundɒks']"
5312,boondoggle,"['bundɑɡəl', 'bundɒɡəl']"
5313,boor,['bʊɹ']
5314,boorish,['bʊɹɪʃ']
5315,boorishness,['bʊɹɪʃnəs']
5316,boors,['bʊɹz']
5317,boos,['buz']
5318,boost,['bust']
5319,boosted,['bustɪd']
5320,booster,"['bustɝ', 'bustɚ']"
5321,boosters,"['bustɝz', 'bustɚz']"
5322,boosting,['bustɪŋ']
5323,boosts,['busts']
5324,boot,['but']
5325,booted,['butɪd']
5326,booth,['buθ']
5327,booths,['buθs']
5328,bootie,['buti']
5329,booties,['butiz']
5330,booting,['butɪŋ']
5331,bootleg,['butlɛɡ']
5332,bootlegger,"['butlɛɡɝ', 'butlɛɡɚ']"
5333,bootleggers,"['butlɛɡɝz', 'butlɛɡɚz']"
5334,bootlegging,['butlɛɡɪŋ']
5335,bootlegs,['butlɛɡz']
5336,boots,['buts']
5337,bootstrap,['butstɹæp']
5338,bootstraps,['butstɹæps']
5339,booty,['buti']
5340,booze,['buz']
5341,boozer,"['buzɝ', 'buzɚ']"
5342,boozing,['buzɪŋ']
5343,boozy,['buzi']
5344,bop,"['bɑp', 'bɒp']"
5345,bopper,"['bɑpɝ', 'bɑpɚ', 'bɒpɝ', 'bɒpɚ']"
5346,boppers,"['bɑpɝz', 'bɑpɚz', 'bɒpɝz', 'bɒpɚz']"
5347,bora,['bɔɹə']
5348,borak,['bɔɹək']
5349,borax,['bɔɹæks']
5350,bordeaux,['bɔɹdoʊ']
5351,bordello,['bɔɹdɛloʊ']
5352,border,"['bɔɹdɝ', 'bɔɹdɚ']"
5353,bordered,"['bɔɹdɝd', 'bɔɹdɚd']"
5354,bordering,"['bɔɹdɝɪŋ', 'bɔɹdɚɪŋ']"
5355,borderline,"['bɔɹdɝlaɪn', 'bɔɹdɚlaɪn']"
5356,borders,"['bɔɹdɝz', 'bɔɹdɚz']"
5357,bore,['bɔɹ']
5358,borealis,['bɔɹiæləs']
5359,bored,['bɔɹd']
5360,boredom,['bɔɹdəm']
5361,borer,"['bɔɹɝ', 'bɔɹɚ']"
5362,bores,['bɔɹz']
5363,borg,['bɔɹɡ']
5364,boric,['bɔɹɪk']
5365,boring,['bɔɹɪŋ']
5366,born,['bɔɹn']
5367,borne,['bɔɹn']
5368,borneo,['bɔɹnioʊ']
5369,boro,"['bɝoʊ', 'bɚoʊ']"
5370,boron,"['bɔɹɑn', 'bɔɹɒn']"
5371,borough,"['bɝoʊ', 'bɚoʊ']"
5372,boroughs,"['bɝoʊz', 'bɚoʊz']"
5373,borrow,"['bɑɹoʊ', 'bɒɹoʊ']"
5374,borrowed,"['bɑɹoʊd', 'bɒɹoʊd']"
5375,borrower,"['bɑɹoʊɝ', 'bɑɹoʊɚ', 'bɒɹoʊɝ', 'bɒɹoʊɚ']"
5376,borrowers,"['bɑɹoʊɝz', 'bɑɹoʊɚz', 'bɒɹoʊɝz', 'bɒɹoʊɚz']"
5377,borrowing,"['bɑɹoʊɪŋ', 'bɒɹoʊɪŋ']"
5378,borrowings,"['bɑɹoʊɪŋz', 'bɒɹoʊɪŋz']"
5379,borrows,"['bɑɹoʊz', 'bɒɹoʊz']"
5380,bors,['bɔɹz']
5381,borsch,['bɔɹʃ']
5382,borscht,['bɔɹʃt']
5383,bos,"['bɑs', 'bɒs']"
5384,bosch,['bɔʃ']
5385,bose,['boʊz']
5386,bosh,"['bɑʃ', 'bɒʃ']"
5387,bosom,['bʊzəm']
5388,boss,"['bɑs', 'bɒs']"
5389,boss,['bɔs']
5390,bossed,"['bɑst', 'bɒst']"
5391,bosses,['bɔsɪz']
5392,bossier,"['bɔsiɝ', 'bɔsiɚ']"
5393,bossy,['bɔsi']
5394,boston,"['bɑstən', 'bɒstən']"
5395,boston,['bɔstən']
5396,bostonian,['bɔstoʊniən']
5397,bostonians,"['bɑstoʊniənz', 'bɒstoʊniənz']"
5398,boswell,"['bɑzwɛl', 'bɒzwɛl']"
5399,botanic,['bətænɪk']
5400,botanical,['bətænɪkəl']
5401,botanically,['bətænəkəli']
5402,botanically,['bətænəkli']
5403,botanist,"['bɑtənɪst', 'bɒtənɪst']"
5404,botanists,"['bɑtənɪsts', 'bɒtənɪsts']"
5405,botany,"['bɑtəni', 'bɒtəni']"
5406,botch,"['bɑtʃ', 'bɒtʃ']"
5407,botched,"['bɑtʃt', 'bɒtʃt']"
5408,botfly,"['bɑtflaɪ', 'bɒtflaɪ']"
5409,both,['boʊθ']
5410,bother,"['bɑðɝ', 'bɑðɚ', 'bɒðɝ', 'bɒðɚ']"
5411,bothered,"['bɑðɝd', 'bɑðɚd', 'bɒðɝd', 'bɒðɚd']"
5412,bothering,"['bɑðɝɪŋ', 'bɑðɚɪŋ', 'bɒðɝɪŋ', 'bɒðɚɪŋ']"
5413,bothers,"['bɑðɝz', 'bɑðɚz', 'bɒðɝz', 'bɒðɚz']"
5414,bothersome,"['bɑðɝsəm', 'bɑðɚsəm', 'bɒðɝsəm', 'bɒðɚsəm']"
5415,botswana,"['bɑtswɑnə', 'bɑtswɒnə', 'bɒtswɑnə', 'bɒtswɒnə']"
5416,bott,"['bɑt', 'bɒt']"
5417,bottle,"['bɑtəl', 'bɒtəl']"
5418,bottled,"['bɑtəld', 'bɒtəld']"
5419,bottleneck,"['bɑtəlnɛk', 'bɒtəlnɛk']"
5420,bottlenecks,"['bɑtəlnɛks', 'bɒtəlnɛks']"
5421,bottler,"['bɑtlɝ', 'bɑtlɚ', 'bɒtlɝ', 'bɒtlɚ']"
5422,bottlers,"['bɑtlɝz', 'bɑtlɚz', 'bɒtlɝz', 'bɒtlɚz']"
5423,bottles,"['bɑtəlz', 'bɒtəlz']"
5424,bottling,"['bɑtəlɪŋ', 'bɒtəlɪŋ']"
5425,bottling,"['bɑtlɪŋ', 'bɒtlɪŋ']"
5426,bottom,"['bɑtəm', 'bɒtəm']"
5427,bottomed,"['bɑtəmd', 'bɒtəmd']"
5428,bottoming,"['bɑtəmɪŋ', 'bɒtəmɪŋ']"
5429,bottomless,"['bɑtəmləs', 'bɒtəmləs']"
5430,bottoms,"['bɑtəmz', 'bɒtəmz']"
5431,botulism,"['bɑtʃulɪzəm', 'bɒtʃulɪzəm']"
5432,bouche,['baʊtʃ']
5433,boucher,['buʃə']
5434,boucher,"['baʊtʃɝ', 'baʊtʃɚ']"
5435,boucher,"['bɔtʃɝ', 'bɔtʃɚ']"
5436,boudin,['budɪn']
5437,boudoir,['budɔɪɹ']
5438,bougainvillea,['buɡeɪnvɪliə']
5439,bough,['baʊ']
5440,boughs,['baʊz']
5441,bought,"['bɑt', 'bɒt']"
5442,bought,['bɔt']
5443,bougie,['buʒi']
5444,bouillon,['buwɪlən']
5445,boulanger,"['baʊləŋɝ', 'baʊləŋɚ']"
5446,boulder,"['boʊldɝ', 'boʊldɚ']"
5447,boulders,"['boʊldɝz', 'boʊldɚz']"
5448,boule,['bul']
5449,boulevard,"['bʊləvɑɹd', 'bʊləvɒɹd']"
5450,boulevards,"['bʊləvɑɹdz', 'bʊləvɒɹdz']"
5451,bounce,['baʊns']
5452,bounced,['baʊnst']
5453,bouncer,"['baʊnsɝ', 'baʊnsɚ']"
5454,bouncers,"['baʊnsɝz', 'baʊnsɚz']"
5455,bounces,['baʊnsɪz']
5456,bounciness,['baʊnsinəs']
5457,bouncing,['baʊnsɪŋ']
5458,bouncy,['baʊnsi']
5459,bound,['baʊnd']
5460,boundaries,"['baʊndɝiz', 'baʊndɚiz']"
5461,boundaries,['baʊndɹiz']
5462,boundary,"['baʊndɝi', 'baʊndɚi']"
5463,boundary,['baʊndɹi']
5464,bounded,['baʊndəd']
5465,bounded,['baʊndɪd']
5466,bounder,"['baʊndɝ', 'baʊndɚ']"
5467,bounding,['baʊndɪŋ']
5468,boundless,['baʊndləs']
5469,bounds,['baʊndz']
5470,bounties,['baʊntiz']
5471,bountiful,['baʊntɪfəl']
5472,bountiful,['baʊnɪfəl']
5473,bounty,['baʊnti']
5474,bouquet,['bukeɪ']
5475,bouquets,['boʊkeɪz']
5476,bouquets,['bukeɪz']
5477,bourbon,"['bɝbən', 'bɚbən']"
5478,bourbons,"['bɝbənz', 'bɚbənz']"
5479,bourgeois,"['bʊɹʒwɑ', 'bʊɹʒwɒ']"
5480,bourgeois,"['bʊɹʒwɑ', 'bʊɹʒwɒ']"
5481,bourgeoisie,"['bʊɹʒwɑzi', 'bʊɹʒwɒzi']"
5482,bourn,['bɔɹn']
5483,bourne,['bɔɹn']
5484,bourse,['bɔɹs']
5485,bout,['baʊt']
5486,boutique,['butik']
5487,boutiques,['butiks']
5488,bouton,['baʊtən']
5489,bouts,['baʊts']
5490,bouvier,['buvieɪ']
5491,bove,['boʊv']
5492,bovine,['boʊvaɪn']
5493,bow,['baʊ']
5494,bow,['boʊ']
5495,bowden,['boʊdən']
5496,bowden,['baʊdən']
5497,bowe,['boʊ']
5498,bowed,['baʊd']
5499,bowed,['boʊd']
5500,bowel,['baʊəl']
5501,bowels,['baʊəlz']
5502,bowels,['baʊlz']
5503,bower,"['baʊɝ', 'baʊɚ']"
5504,bowers,"['baʊɝz', 'baʊɚz']"
5505,bowery,"['baʊɝi', 'baʊɚi']"
5506,bowie,['boʊi']
5507,bowing,['boʊɪŋ']
5508,bowing,['baʊɪŋ']
5509,bowker,"['boʊkɝ', 'boʊkɚ']"
5510,bowl,['boʊl']
5511,bowled,['boʊld']
5512,bowler,"['boʊlɝ', 'boʊlɚ']"
5513,bowlers,"['boʊlɝz', 'boʊlɚz']"
5514,bowles,['boʊlz']
5515,bowlin,['boʊlɪn']
5516,bowline,['boʊlaɪn']
5517,bowling,['boʊlɪŋ']
5518,bowls,['boʊlz']
5519,bowman,['boʊmən']
5520,bowmen,['boʊmən']
5521,bows,['baʊz']
5522,bows,['boʊz']
5523,bowser,"['boʊzɝ', 'boʊzɚ']"
5524,box,"['bɑks', 'bɒks']"
5525,boxcar,"['bɑkskɑɹ', 'bɑkskɒɹ', 'bɒkskɑɹ', 'bɒkskɒɹ']"
5526,boxcars,"['bɑkskɑɹz', 'bɑkskɒɹz', 'bɒkskɑɹz', 'bɒkskɒɹz']"
5527,boxed,"['bɑkst', 'bɒkst']"
5528,boxer,"['bɑksɝ', 'bɑksɚ', 'bɒksɝ', 'bɒksɚ']"
5529,boxers,"['bɑksɝz', 'bɑksɚz', 'bɒksɝz', 'bɒksɚz']"
5530,boxes,"['bɑksəz', 'bɒksəz']"
5531,boxes,"['bɑksɪz', 'bɒksɪz']"
5532,boxing,"['bɑksɪŋ', 'bɒksɪŋ']"
5533,boxy,"['bɑksi', 'bɒksi']"
5534,boy,['bɔɪ']
5535,boycott,"['bɔɪkɑt', 'bɔɪkɒt']"
5536,boycotted,"['bɔɪkɑtɪd', 'bɔɪkɒtɪd']"
5537,boycotting,"['bɔɪkɑtɪŋ', 'bɔɪkɒtɪŋ']"
5538,boycotts,"['bɔɪkɑts', 'bɔɪkɒts']"
5539,boyer,"['bɔɪɝ', 'bɔɪɚ']"
5540,boyfriend,['bɔɪfɹɛnd']
5541,boyfriends,['bɔɪfɹɛndz']
5542,boyhood,['bɔɪhʊd']
5543,boyish,['bɔɪɪʃ']
5544,boys,['bɔɪz']
5545,bozo,['boʊzoʊ']
5546,bozos,['boʊzoʊz']
5547,bra,"['bɹɑ', 'bɹɒ']"
5548,brace,['bɹeɪs']
5549,braced,['bɹeɪst']
5550,bracelet,['bɹeɪslət']
5551,bracelets,['bɹeɪslɪts']
5552,bracer,"['bɹeɪsɝ', 'bɹeɪsɚ']"
5553,bracero,"['bɹɑtʃɛɹoʊ', 'bɹɒtʃɛɹoʊ']"
5554,braces,['bɹeɪsəz']
5555,braces,['bɹeɪsɪz']
5556,brach,['bɹætʃ']
5557,bracing,['bɹeɪsɪŋ']
5558,brack,['bɹæk']
5559,bracken,['bɹækən']
5560,bracket,['bɹækɪt']
5561,brackets,['bɹækəts']
5562,brackets,['bɹækɪts']
5563,brackish,['bɹækɪʃ']
5564,brad,['bɹæd']
5565,bradycardia,"['bɹædəkɑɹdiə', 'bɹædəkɒɹdiə']"
5566,bradycardia,"['bɹædɪkɑɹdiə', 'bɹædɪkɒɹdiə']"
5567,brae,['bɹeɪ']
5568,brag,['bɹæɡ']
5569,braggadocio,['bɹæɡədoʊʃioʊ']
5570,bragged,['bɹæɡd']
5571,bragger,"['bɹæɡɝ', 'bɹæɡɚ']"
5572,bragging,['bɹæɡɪŋ']
5573,brags,['bɹæɡz']
5574,brahm,"['bɹɑm', 'bɹɒm']"
5575,brahmin,"['bɹɑmɪn', 'bɹɒmɪn']"
5576,brahms,"['bɹɑmz', 'bɹɒmz']"
5577,braid,['bɹeɪd']
5578,braided,['bɹeɪdɪd']
5579,braiding,['bɹeɪdɪŋ']
5580,braids,['bɹeɪdz']
5581,braille,['bɹeɪl']
5582,brain,['bɹeɪn']
5583,brainchild,['bɹeɪntʃaɪld']
5584,brained,['bɹeɪnd']
5585,brainer,"['bɹeɪnɝ', 'bɹeɪnɚ']"
5586,brainless,['bɹeɪnlɪs']
5587,brainpower,"['bɹeɪnpaʊɝ', 'bɹeɪnpaʊɚ']"
5588,brains,['bɹeɪnz']
5589,brainstorm,['bɹeɪnstɔɹm']
5590,brainstorming,['bɹeɪnstɔɹmɪŋ']
5591,brainstorms,['bɹeɪnstɔɹmz']
5592,brainwash,"['bɹeɪnwɑʃ', 'bɹeɪnwɒʃ']"
5593,brainwashed,"['bɹeɪnwɑʃt', 'bɹeɪnwɒʃt']"
5594,brainwashes,"['bɹeɪnwɑʃəz', 'bɹeɪnwɒʃəz']"
5595,brainwashing,"['bɹeɪnwɑʃɪŋ', 'bɹeɪnwɒʃɪŋ']"
5596,brainy,['bɹeɪni']
5597,braised,['bɹeɪzd']
5598,brake,['bɹeɪk']
5599,braked,['bɹeɪkt']
5600,brakeman,['bɹeɪkmən']
5601,brakemen,['bɹeɪkmɛn']
5602,brakes,['bɹeɪks']
5603,braking,['bɹeɪkɪŋ']
5604,bran,['bɹæn']
5605,branch,['bɹæntʃ']
5606,branched,['bɹæntʃt']
5607,branches,['bɹæntʃəz']
5608,branches,['bɹæntʃɪz']
5609,branching,['bɹæntʃɪŋ']
5610,brand,['bɹænd']
5611,branded,['bɹændɪd']
5612,brander,"['bɹændɝ', 'bɹændɚ']"
5613,branding,['bɹændɪŋ']
5614,brandish,['bɹændɪʃ']
5615,brandished,['bɹændɪʃt']
5616,brandishing,['bɹændɪʃɪŋ']
5617,brandon,['bɹændən']
5618,brands,['bɹændz']
5619,brandy,['bɹændi']
5620,brandywine,['bɹændiwaɪn']
5621,brank,['bɹæŋk']
5622,branner,"['bɹænɝ', 'bɹænɚ']"
5623,brannigan,['bɹænɪɡən']
5624,branning,['bɹænɪŋ']
5625,brant,['bɹænt']
5626,bras,['bɹæs']
5627,bras,"['bɹɑs', 'bɹɒs']"
5628,brash,['bɹæʃ']
5629,brasher,"['bɹæʃɝ', 'bɹæʃɚ']"
5630,brashness,['bɹæʃnəs']
5631,brasil,['bɹæsəl']
5632,brasil,['bɹəsil']
5633,brasilia,['bɹəzɪljə']
5634,brasilia,['bɹəsɪljə']
5635,brass,['bɹæs']
5636,brasserie,['bɹæsəɹi']
5637,brasses,['bɹæsɪz']
5638,brassy,['bɹæsi']
5639,brat,['bɹæt']
5640,brats,['bɹæts']
5641,brattle,['bɹætəl']
5642,bratwurst,"['bɹætwɝst', 'bɹætwɚst']"
5643,bravado,"['bɹəvɑdoʊ', 'bɹəvɒdoʊ']"
5644,brave,['bɹeɪv']
5645,braved,['bɹeɪvd']
5646,bravely,['bɹeɪvli']
5647,braver,"['bɹeɪvɝ', 'bɹeɪvɚ']"
5648,bravery,"['bɹeɪvɝi', 'bɹeɪvɚi']"
5649,braves,['bɹeɪvz']
5650,bravest,['bɹeɪvəst']
5651,braving,['bɹeɪvɪŋ']
5652,bravo,"['bɹɑvoʊ', 'bɹɒvoʊ']"
5653,brawl,['bɹɔl']
5654,brawling,['bɹɔlɪŋ']
5655,brawls,['bɹɔlz']
5656,brawn,['bɹɔn']
5657,brawner,"['bɹɔnɝ', 'bɹɔnɚ']"
5658,brawny,['bɹɔni']
5659,bray,['bɹeɪ']
5660,brazen,['bɹeɪzən']
5661,brazenly,['bɹeɪzənli']
5662,brazier,"['bɹeɪziɝ', 'bɹeɪziɚ']"
5663,braziers,"['bɹeɪʒɝz', 'bɹeɪʒɚz']"
5664,brazil,['bɹəzɪl']
5665,brazilian,['bɹəzɪljən']
5666,brazilians,['bɹəzɪljənz']
5667,breach,['bɹitʃ']
5668,breached,['bɹitʃt']
5669,breaches,['bɹitʃɪz']
5670,breaching,['bɹitʃɪŋ']
5671,bread,['bɹɛd']
5672,breadbasket,['bɹɛdbæskət']
5673,breadbox,"['bɹɛdbɑks', 'bɹɛdbɒks']"
5674,breaded,['bɹɛdɪd']
5675,breadfruit,['bɹɛdfɹut']
5676,breading,['bɹɛdɪŋ']
5677,breads,['bɹɛdz']
5678,breadth,['bɹɛdθ']
5679,breadwinner,"['bɹɛdwɪnɝ', 'bɹɛdwɪnɚ']"
5680,breadwinners,"['bɹɛdwɪnɝz', 'bɹɛdwɪnɚz']"
5681,break,['bɹeɪk']
5682,breakable,['bɹeɪkəbəl']
5683,breakage,['bɹeɪkɪdʒ']
5684,breakaway,['bɹeɪkəweɪ']
5685,breakdown,['bɹeɪkdaʊn']
5686,breakdowns,['bɹeɪkdaʊnz']
5687,breaker,"['bɹeɪkɝ', 'bɹeɪkɚ']"
5688,breakers,"['bɹeɪkɝz', 'bɹeɪkɚz']"
5689,breakfast,['bɹɛkfəst']
5690,breakfasts,['bɹɛkfəsts']
5691,breaking,['bɹeɪkɪŋ']
5692,breakneck,['bɹeɪknɛk']
5693,breakout,['bɹeɪkaʊt']
5694,breakouts,['bɹeɪkaʊts']
5695,breaks,['bɹeɪks']
5696,breakthrough,['bɹeɪkθɹu']
5697,breakthroughs,['bɹeɪkθɹuz']
5698,breakup,['bɹeɪkəp']
5699,breakups,['bɹeɪkəps']
5700,breakwater,"['bɹeɪkwɔtɝ', 'bɹeɪkwɔtɚ']"
5701,breast,['bɹɛst']
5702,breasted,['bɹɛstəd']
5703,breasted,['bɹɛstɪd']
5704,breastfed,['bɹɛstfɛd']
5705,breastfeed,['bɹɛstfid']
5706,breastfeeding,['bɹɛstfidɪŋ']
5707,breastplate,['bɹɛstpleɪt']
5708,breasts,['bɹɛsts']
5709,breath,['bɹɛθ']
5710,breathe,['bɹið']
5711,breathed,['bɹiðd']
5712,breather,"['bɹiðɝ', 'bɹiðɚ']"
5713,breathes,['bɹiðz']
5714,breathing,['bɹiðɪŋ']
5715,breathless,['bɹɛθləs']
5716,breathlessly,['bɹɛθləsli']
5717,breaths,['bɹɛθs']
5718,breathtaking,['bɹɛθteɪkɪŋ']
5719,breathtakingly,['bɹɛθteɪkɪŋli']
5720,breathy,['bɹɛθi']
5721,brecht,['bɹɛkt']
5722,breck,['bɹɛk']
5723,bred,['bɹɛd']
5724,bree,['bɹi']
5725,breech,['bɹitʃ']
5726,breed,['bɹid']
5727,breeder,"['bɹidɝ', 'bɹidɚ']"
5728,breeders,"['bɹidɝz', 'bɹidɚz']"
5729,breeding,['bɹidɪŋ']
5730,breeds,['bɹidz']
5731,breeze,['bɹiz']
5732,breezed,['bɹizd']
5733,breezes,['bɹizɪz']
5734,breezeway,['bɹizweɪ']
5735,breezy,['bɹizi']
5736,bren,['bɹɛn']
5737,brent,['bɹɛnt']
5738,brest,['bɹɛst']
5739,bret,['bɹɛt']
5740,brethren,['bɹɛðɹən']
5741,breton,['bɹɛtən']
5742,brett,['bɹɛt']
5743,brevity,['bɹɛvəti']
5744,brew,['bɹu']
5745,brewed,['bɹud']
5746,brewer,"['bɹuɝ', 'bɹuɚ']"
5747,breweries,"['bɹuɝiz', 'bɹuɚiz']"
5748,breweries,['bɹuɹiz']
5749,brewers,"['bɹuɝz', 'bɹuɚz']"
5750,brewery,"['bɹuɝi', 'bɹuɚi']"
5751,brewing,['bɹuɪŋ']
5752,brews,['bɹuz']
5753,brewster,"['bɹustɝ', 'bɹustɚ']"
5754,brezhnev,['bɹɛznəv']
5755,brezhnev,['bɹɛznɛf']
5756,brian,['bɹaɪən']
5757,briar,"['bɹaɪɝ', 'bɹaɪɚ']"
5758,bribe,['bɹaɪb']
5759,bribed,['bɹaɪbd']
5760,bribery,"['bɹaɪbɝi', 'bɹaɪbɚi']"
5761,bribes,['bɹaɪbz']
5762,bribing,['bɹaɪbɪŋ']
5763,brick,['bɹɪk']
5764,brickbat,['bɹɪkbæt']
5765,brickbats,['bɹɪkbæts']
5766,bricker,"['bɹɪkɝ', 'bɹɪkɚ']"
5767,bricklayer,"['bɹɪkleɪɝ', 'bɹɪkleɪɚ']"
5768,bricklayers,"['bɹɪkleɪɝz', 'bɹɪkleɪɚz']"
5769,brickle,['bɹɪkəl']
5770,bricks,['bɹɪks']
5771,brickyard,"['bɹɪkjɑɹd', 'bɹɪkjɒɹd']"
5772,bridal,['bɹaɪdəl']
5773,bride,['bɹaɪd']
5774,bridegroom,['bɹaɪdɡɹum']
5775,brides,['bɹaɪdz']
5776,bridesmaid,['bɹaɪdzmeɪd']
5777,bridesmaids,['bɹaɪdzmeɪdz']
5778,bridge,['bɹɪdʒ']
5779,bridged,['bɹɪdʒd']
5780,bridgehead,['bɹɪdʒhɛd']
5781,bridgeman,['bɹɪdʒmən']
5782,bridgeport,['bɹɪdʒpɔɹt']
5783,bridger,"['bɹɪdʒɝ', 'bɹɪdʒɚ']"
5784,bridges,['bɹɪdʒəz']
5785,bridges,['bɹɪdʒɪz']
5786,bridgewater,"['bɹɪdʒwɔtɝ', 'bɹɪdʒwɔtɚ']"
5787,bridging,['bɹɪdʒɪŋ']
5788,bridle,['bɹaɪdəl']
5789,bridled,['bɹaɪdəld']
5790,brie,['bɹi']
5791,brief,['bɹif']
5792,briefcase,['bɹifkeɪs']
5793,briefcases,['bɹifkeɪsɪz']
5794,briefed,['bɹift']
5795,briefest,['bɹifəst']
5796,briefing,['bɹifɪŋ']
5797,briefings,['bɹifɪŋz']
5798,briefly,['bɹifli']
5799,briefs,['bɹifs']
5800,brier,"['bɹaɪɝ', 'bɹaɪɚ']"
