Word,Pronunciation
metaphor," ˈmet̬əfɔːr ˈmet̬·əˌfɔr, -fər"
metaphorical, ˌmet̬əˈfɔːrɪkəl ˌmet̬əˈfɔːrɪkəl
metaphorically, ˌmet̬əˈfɔːrɪkəli
metaphysical, ˌmet̬əˈfɪzɪkəl ˌmet̬·əˈfɪz·ɪ·kəl
metaphysics, ˌmet̬əˈfɪzɪks
metastasis, məˈtæstəsɪs
metastasize, metˈæstəsaɪz
meteor," ˈmiːt̬iɔːr ˈmi·t̬i·ər, -ˌɔr"
meteoric," ˌmiːt̬iˈɔːrɪk ˌmiːt̬iˈɔːrɪk ˌmi·t̬iˈɔr·ɪk, -ˈɑr- ˌmi·t̬iˈɔr·ɪk, -ˈɑr-"
meteorite, -t̬iəraɪt ˈmi·t̬i·əˌrɑɪt
meteorological, ˌmiːt̬iɚəˈlɑːdʒɪkəl
meteorologist, ˌmiːt̬iəˈrɑːlədʒɪst
meteorology, ˌmiːt̬iəˈrɑːlədʒi ˌmi·t̬i·əˈrɑl·ə·dʒi
meter, ˈmiːt̬ɚ ˈmiːt̬ɚ ˈmiːt̬ɚ ˈmi·t̬ər ˈmi·t̬ər ˈmi·t̬ər ˈmi·t̬ər ˈmi·t̬ər
methadone, ˈmeθədoʊn
methamphetamine, ˌmeθæmˈfet̬əmiːn
methane, ˈmiːθeɪn ˈmeθ·eɪn
methanol," ˈmeθənɑːl ˈmeθ·əˌnɔl, -ˌnoʊl"
method, ˈmeθəd ˈmeθ·əd
methodical, məˈθɑːdɪkəl məˈθɑːdɪkəl məˈθɑd·ɪ·kəl
methodically, məˈθɑːdɪkəli
methodological, ˌmeθədəlˈɑːdʒɪkəl
methodology, ˌmeθəˈdɑːlədʒi ˌmeθ·əˈdɑl·ə·dʒi
methyl, ˈmeθəl
meticulous, məˈtɪkjələs məˈtɪk·jə·ləs
meticulously, məˈtɪkjələsli
metre, ˈmiːt̬ɚ ˈmiːt̬ɚ ˈmiːt̬ɚ
metric, ˈmetrɪk ˈme·trɪk
metro, ˈmetroʊ ˈmetroʊ ˈme·troʊ
metropolis, məˈtrɑːpəlɪs məˈtrɑp·ə·lɪs
metropolitan, ˌmetrəˈpɑːlətən ˌme·trəˈpɑl·ɪ·tən
mettle, ˈmet̬əl ˈmet̬·əl
mew, mjuː
mezzanine," ˈmetsəniːn ˈmetsəniːn ˈmez·əˌnin, ˌmez·əˈnin ˈmetsəniːn"
mezzo, ˈmetsoʊ
miasma, miˈæzmə miˈæzmə
mic, maɪk mɑɪk
mica, ˈmaɪkə
mice, maɪs mɑɪs
mick, mɪk
mickey, ˈmɪki
micro, ˈmaɪkroʊ
microbe, ˈmaɪkroʊb ˈmɑɪ·kroʊb
microbial, maɪˈkroʊbiəl
microbiologist, ˌmaɪkroʊbaɪˈɑːlədʒɪst
microbiology, ˌmaɪkroʊbaɪˈɑːlədʒi ˌmɑɪ·kroʊ·bɑɪˈɑl·ə·dʒi
microchip, ˈmaɪkroʊtʃɪp
microcomputer, ˈmaɪkroʊkəmˌpjuːt̬ɚ
microcosm, ˈmaɪkroʊˌkɑːzəm ˈmɑɪ·krəˌkɑz·əm
microeconomics, ˌmaɪkroʊiːkəˈnɑːmɪks
microelectronics, ˌmaɪkroʊɪˌlekˈtrɑːnɪks
microfiche, ˈmaɪkroʊfiːʃ ˈmɑɪ·krəˌfiʃ
microfilm, ˈmaɪkroʊfɪlm ˈmɑɪ·krəˌfɪlm
microgram, ˈmaɪkroʊɡræm
micromanage, ˈmaɪkroʊˌmænɪdʒ
micrometer, maɪˈkrɑːmət̬ɚ ˈmɑɪ·kroʊˌmi·t̬ər
micron, ˈmaɪkrɑːn ˈmɑɪ·krɑn
microorganism, ˌmaɪkroʊˈɔːrɡənɪzəm ˌmɑɪ·kroʊˈɔr·ɡəˌnɪz·əm
microphone, ˈmaɪkrəfoʊn ˈmɑɪ·krəˌfoʊn
microprocessor, ˌmaɪkroʊˈprɑːsesɚ ˈmaɪkrəʊˌprɑːsesər
microscope, ˈmaɪkrəskoʊp ˈmɑɪ·krəˌskoʊp
microscopic, ˌmaɪkrəˈskɑːpɪk ˌmaɪkrəˈskɑːpɪk ˌmɑɪ·krəˈskɑp·ɪk
microscopically, ˌmaɪkrəˈskɑːpɪkəli ˌmaɪkrəˈskɑːpɪkəli
microscopy, maɪˈkrɑːskəpi
microwavable, ˌmaɪkrəˈweɪvəbəl
microwave, ˈmaɪkroʊweɪv ˈmaɪkroʊweɪv ˈmɑɪ·krəˌweɪv
mid, mɪd
midafternoon, ˌæftɚtəˈnuːn ˈmɪdˌæf·tərˈnun
midair, ˌmɪdˈer mɪdˈeər
midday," ˌmɪdˈdeɪ ˈmɪdˌdeɪ, -ˈdeɪ"
middle, ˈmɪdəl ˈmɪdəl ˈmɪd·əl ˈmɪd·əl ˈmɪd·əl
middleman, ˈmɪdəlmæn ˈmɪdəlmæn ˈmɪd·əlˌmæn
middleweight, ˈmɪdəlweɪt
middling, ˈmɪdəlɪŋ ˈmɪd·lɪŋ
midge, mɪdʒ
midget, ˈmɪdʒɪt ˈmɪdʒ·ɪt
midi, ˈmɪdi ˈmɪdi
midlife, ˈmɪdlaɪf ˈmɪdˌlɑɪf
midline, ˈmɪdlaɪn
midnight, ˈmɪdnaɪt ˈmɪdˌnɑɪt
midpoint, ˈmɪdpɔɪnt ˈmɪdpɔɪnt ˈmɪdˌpɔɪnt ˈmɪdpɔɪnt
midshipman, ˈmɪdˌʃɪpmən
midsize, ˈmɪdsaɪz ˈmɪdˌsɑɪz
midst, mɪdst mɪdst
midstream, ˈmɪdˈstrim
midsummer, ˌmɪdˈsʌmɚ ˌmɪdˈsʌmɚ
midterm, ˈmɪdtɝːm ˈmɪdˌtɜrm
midtown, ˈmɪdˌtaʊn ˈmɪdˌtɑʊn ˈmɪdˌtaʊn
midway," ˌmɪdˈweɪ ˌmɪdˈweɪ ˈmɪdˌweɪ, -ˈweɪ"
midweek," ˌmɪdˈwiːk ˈmɪdˌwik, -ˈwik"
midwife, ˈmɪdwaɪf ˈmɪdˌwɑɪf
midwinter, ˌmɪdˈwɪnt̬ɚ ˌmɪdˈwɪnt̬ɚ
mien, miːn
miffed, mɪft mɪft
might, maɪt maɪt maɪt maɪt maɪt maɪt mɑɪt
mightily, ˈmaɪt̬əli
mighty, ˈmaɪt̬i
mignon, mɪnˈjɑːn
migraine, ˈmaɪɡreɪn ˈmɑɪ·ɡreɪn
migrant, ˈmaɪɡrənt ˈmaɪɡrənt
migrate," ˈmaɪɡreɪt ˈmaɪɡreɪt ˈmaɪɡreɪt ˈmaɪɡreɪt ˈmɑɪ·ɡreɪt, mɑɪˈɡreɪt ˈmaɪɡreɪt ˈmaɪɡreɪt ˈmaɪɡreɪt ˈmaɪɡreɪt"
migration, maɪˈɡreɪʃən maɪˈɡreɪʃən maɪˈɡreɪʃən maɪˈɡreɪʃən mɑɪˈɡreɪ·ʃən
migratory," ˈmaɪɡrətɔːri ˈmaɪɡrətɔːri ˈmɑɪ·ɡrəˌtɔr·i, -ˌtoʊr·i"
mike, maɪk maɪk mɑɪk
mild, maɪld maɪld maɪld maɪld mɑɪld mɑɪld mɑɪld
mildew, ˈmɪlduː ˈmɪlˌdu
mildly, ˈmaɪldli ˈmaɪldli ˈmɑɪld·li
mile, maɪl maɪl maɪl mɑɪl mɑɪl
mileage, ˈmaɪlɪdʒ ˈmaɪlɪdʒ ˈmaɪlɪdʒ ˈmɑɪ·lɪdʒ ˈmɑɪ·lɪdʒ
milestone, ˈmaɪlstoʊn ˈmaɪlstoʊn ˈmɑɪlˌstoʊn
milieu," miːlˈjɜː mɪlˈjʊ, -ˈju"
militant, ˈmɪlətənt ˈmɪl·ɪ·tənt
militarily, ˌmɪləˈterəli ˌmɪl·əˈteər·ə·li
militarism, ˈmɪlətɚɪzəm ˈmɪl·ɪ·təˌrɪz·əm
militaristic, ˌmɪlətəˈrɪstɪk
militarized, ˈmɪlətəraɪzd
military, ˈmɪləteri ˈmɪləteri ˈmɪl·ɪˌter·i ˈmɪl·ɪˌter·i ˈmɪl·ɪˌter·i
militia, məˈlɪʃə məˈlɪʃ·ə
milk, mɪlk mɪlk mɪlk mɪlk mɪlk mɪlk mɪlk
milkman, ˈmɪlkmən
milkshake, ˈmɪlkʃeɪk ˈmɪlkʃeɪk ˈmɪlkˌʃeɪk
milkweed, ˈmɪlkwiːd
milky, ˈmɪlki ˈmɪlki ˈmɪl·ki
mill, mɪl mɪl mɪl mɪl mɪl mɪl
millennial, mɪˈleniəl mɪˈleniəl
millennium, mɪˈleniəm məˈlen·i·əm
miller, ˈmɪlɚ
millet, ˈmɪlɪt
milligram, ˈmɪlɪɡræm ˈmɪl·əˌɡræm
milliliter, ˈmɪləˌliːt̬ɚ ˈmɪl·əˌli·t̬·ər
millimeter, ˈmɪləˌmiːt̬ɚ ˈmɪl·əˌmi·t̬ər
millimetre, ˈmɪləˌmiːt̬ɚ
milliner, ˈmɪlənɚ
milling, ˈmɪlɪŋ
million, ˈmɪljən ˈmɪl·jən ˈmɪljən ˈmɪljən
millionaire, ˌmɪljəˈner ˌmɪl·jəˈneər
millionth, ˈmɪljənθ ˈmɪl·jənθ
millisecond, ˈmɪləˌsekənd
millstone, ˈmɪlstoʊn ˈmɪlˌstoʊn
milo, ˈmaɪloʊ
mime, maɪm maɪm mɑɪm
mimeograph, ˈmɪmiəɡræf ˈmɪmiəɡræf
mimic, ˈmɪmɪk ˈmɪm·ɪk ˈmɪm·ɪk
mimicry, ˈmɪmɪkri
mimosa, mɪˈmoʊsə mɪˈmoʊsə
minaret, ˌmɪnəˈret
mince, mɪns mɪns
minced, mɪnst
mincemeat, ˈmɪnsmiːt ˈmɪnsmiːt ˈmɪnsˌmit
mincing, ˈmɪnsɪŋ ˈmɪnsɪŋ
mind, maɪnd maɪnd
minder, ˈmaɪndɚ ˈmaɪndɚ
mindful, ˈmaɪndfəl ˈmaɪndfəl ˈmɑɪnd·fəl
mindless, ˈmaɪndləs ˈmaɪndləs ˈmɑɪnd·ləs
mindlessly, ˈmaɪndləsli ˈmaɪndləsli
mindset, ˈmaɪndset
mine, maɪn mɑɪn
minefield, ˈmaɪnfiːld ˈmaɪnfiːld ˈmɑɪnˌfild ˈmɑɪnˌfild
miner, ˈmaɪnɚ ˈmaɪnɚ ˈmɑɪ·nər
mineral, ˈmɪnərəl ˈmɪnərəl ˈmɪn·ər·əl ˈmɪn·ər·əl
mineralogy, ˌmɪnəˈrælədʒi
minerals, ˈmɪnərəl
minestrone, ˌmɪnəˈstroʊni
minesweeper, ˈmaɪnˌswiːpɚ ˈmɑɪnˌswi·pər
minge, mɪndʒ
mingle, ˈmɪŋɡəl ˈmɪŋɡəl ˈmɪŋ·ɡəl ˈmɪŋ·ɡəl
mini, ˈmɪni ˈmɪn·i
miniature," ˈmɪniətʃɚ ˈmɪn·i·əˌtʃʊr, -tʃər"
miniaturization, ˌmɪniətʃɚəˈzeɪʃən
miniaturize, ˈmɪnɪtʃɚaɪz
miniaturized, ˈmɪnɪtʃɚaɪzd
minibus, ˈmɪnibʌs ˈmɪn·iˌbʌs
minimal, ˈmɪnəməl ˈmɪn·ə·məl
minimalist, ˈmɪnəməlɪst ˈmɪnəməlɪst ˈmɪn·ə·mə·lɪst
minimally, ˈmɪnəməli ˈmɪn·ə·mə·li
minimize, ˈmɪnəmaɪz ˈmɪnəmaɪz ˈmɪnəmaɪz ˈmɪn·əˌmɑɪz ˈmɪn·əˌmɑɪz
minimum, ˈmɪnəməm ˈmɪn·ə·məm
mining, ˈmaɪnɪŋ ˈmaɪnɪŋ ˈmɑɪ·nɪŋ
minion, ˈmɪnjən
miniscule, ˈmɪn·əˌskjul
miniseries, ˈmɪniˌsɪriːz ˈmɪn·iˌsɪər·iz
miniskirt, ˈmɪniskɝːt ˈmɪn·iˌskɜrt
minister, ˈmɪnəstɚ ˈmɪnəstɚ ˈmɪnəstɚ ˈmɪn·ə·stər ˈmɪn·ə·stər
ministerial, ˌmɪnəˈstɪriəl ˌmɪnəˈstɪriəl
ministrations, ˌmɪnəˈstreɪʃənz
ministry, ˈmɪnəstri ˈmɪnəstri ˈmɪn·ə·stri ˈmɪn·ə·stri
minivan, ˈmɪnivæn ˈmɪn·iˌvæn
mink, mɪŋk mɪŋk
minnow, ˈmɪnoʊ ˈmɪnoʊ ˈmɪn·oʊ
minor, ˈmaɪnɚ ˈmaɪnɚ ˈmaɪnɚ ˈmɑɪ·nər ˈmɑɪ·nər
minority," maɪˈnɔːrət̬i maɪˈnɔːrət̬i məˈnɔr·ɪ·t̬i, mɑɪ-, -ˈnɑr- məˈnɔr·ɪ·t̬i (ˌɡrup), mɑɪ-, -ˈnɑr- məˈnɒrəti məˈnɒrəti"
minster, ˈmɪnstɚ
minstrel, ˈmɪnstrəl ˈmɪnstrəl
mint, mɪnt mɪnt mɪnt mɪnt mɪnt mɪnt mɪnt mɪnt
minus, ˈmaɪnəs ˈmaɪnəs ˈmɑɪ·nəs ˈmɑɪ·nəs
minuscule," ˈmɪnəskjuːl ˈmɪn·əˌskjul, məˈnʌsˌkjul"
minute, ˈmɪnɪt ˈmɪnɪt ˈmɪnɪt ˈmɪnɪt ˈmɪn·ət
minutely, maɪˈnuːtli
minutes, ˈmɪn·əts
miracle, ˈmɪrəkəl ˈmɪrəkəl ˈmɪrəkəl ˈmɪr·ə·kəl ˈmɪr·ə·kəl
miraculous, məˈrækjələs məˈræk·jə·ləs
miraculously, məˈrækjələsli
mirage, mɪˈrɑːʒ mɪˈrɑːʒ məˈrɑʒ
mire, maɪr maɪr mɑɪər
mirror, ˈmɪrɚ ˈmɪr·ər ˈmɪr·ər
mirrored, ˈmɪrɚd
mirth, mɝːθ mɜrθ
misadventure, ˌmɪsədˈventʃɚ ˌmɪs·ədˈven·tʃər
misallocation, ˌmɪsæləˈkeɪʃən
misanthrope, ˈmɪsənθroʊp
misapplication, ˌmɪsæpləˈkeɪʃən
misapprehension, ˌmɪsæprəˈhenʃən ˌmɪs·æp·rɪˈhen·tʃən
misappropriation, ˌmɪsəˌproʊpriˈeɪʃən
misbegotten, ˌmɪsbɪˈɡɑːt̬ən ˌmɪsbɪˈɡɑːt̬ən
misbehave, ˌmɪsbɪˈheɪv ˌmɪsbɪˈheɪv ˌmɪs·bɪˈheɪv
misbehavior, ˌmɪsbɪˈheɪvjɚ
miscalculate, mɪsˈkælkjəleɪt mɪsˈkælkjəleɪt mɪsˈkæl·kjəˌleɪt
miscalculation, ˌmɪskælkjəˈleɪʃən ˌmɪskælkjəˈleɪʃən
miscarriage, ˈmɪsˌkerɪdʒ ˈmɪsˌkær·ɪdʒ
miscast, ˌmɪsˈkæst
miscellaneous, ˌmɪsəlˈeɪniəs ˌmɪs·əˈleɪ·ni·əs
miscellany, ˈmɪsəleɪni ˈmɪsəleɪni
mischief, ˈmɪstʃɪf ˈmɪstʃɪf ˈmɪs·tʃəf
mischievous, ˈmɪstʃəvəs ˈmɪstʃəvəs ˈmɪstʃəvəs ˈmɪs·tʃə·vəs
miscible, ˈmɪsəbəl ˈmɪs·ə·bəl
miscommunication, ˌmɪskəmjuːnəˈkeɪʃən
misconception, ˌmɪskənˈsepʃən ˌmɪs·kənˈsep·ʃən
misconduct, ˌmɪsˈkɑːndʌkt ˌmɪsˈkɑːndʌkt mɪsˈkɑn·dʌkt
misconstrue, ˌmɪskənˈstruː ˌmɪs·kənˈstru
miscreant, ˈmɪskriənt ˈmɪskriənt
miscue, ˈmɪskjuː ˈmɪskjuː ˈmɪskjuː
misdeed, ˌmɪsˈdiːd mɪsˈdid
misdemeanor," ˌmɪsdɪˈmiːnɚ ˌmɪs·dəˈmi·nər, ˈmɪs·dəˌmi-"
misdiagnose, ˌmɪsdaɪəɡˈnoʊs
misdiagnosis, ˌmɪsdaɪəɡˈnoʊsɪs
misdirect, ˌmɪsdaɪˈrekt ˌmɪsdaɪˈrekt ˌmɪsdaɪˈrekt
miser, ˈmaɪzɚ ˈmɑɪ·zər
miserable, ˈmɪzɚəbəl ˈmɪzɚəbəl ˈmɪzɚəbəl ˈmɪzɚəbəl ˈmɪz·ər·ə·bəl ˈmɪz·ər·ə·bəl
miserably, ˈmɪzɚəbli ˈmɪzɚəbli ˈmɪzɚəbli ˈmɪz·ər·ə·bli ˈmɪz·ər·ə·bli
miserly, ˈmaɪzɚli ˈmaɪzɚli
misery, ˈmɪzɚi ˈmɪzɚi ˈmɪz·ər·i
misfire, ˌmɪsˈfaɪr ˌmɪsˈfaɪr ˌmɪsˈfaɪr mɪsˈfɑɪər
misfit, ˈmɪsfɪt ˈmɪsˌfɪt
misfortune, ˌmɪsˈfɔːrtʃən mɪsˈfɔr·tʃən
misgiving, ˌmɪsˈɡɪvɪŋ mɪsˈɡɪv·ɪŋ
misguided, ˌmɪsˈɡaɪdɪd mɪsˈɡɑɪ·dɪd
mishandling, ˌmɪsˈhændəlɪŋ
mishap, ˈmɪshæp ˈmɪs·hæp
mishear, ˌmɪsˈhɪr
mishmash," ˈmɪʃmæʃ ˈmɪʃˌmæʃ, -ˌmɑʃ"
misidentification, ˌmɪsaɪdent̬əfəˈkeɪʃən
misidentify, ˌmɪsaɪˈdent̬əfaɪ
misinformation, ˌmɪsɪnfɚˈmeɪʃən ˌmɪsɪnfɚˈmeɪʃən
misinterpret, ˌmɪsɪnˈtɝːprət ˌmɪs·ɪnˈtɜr·prət
misinterpretation, ˌmɪsɪnˌtɝːprəˈteɪʃən
misjudge, ˌmɪsˈdʒʌdʒ ˌmɪsˈdʒʌdʒ mɪsˈdʒʌdʒ
misjudgment, ˌmɪsˈdʒʌdʒmənt ˌmɪsˈdʒʌdʒmənt
mislabel, ˌmɪsˈleɪbəl ˌmɪsˈleɪbəl
mislead, ˌmɪsˈliːd mɪsˈlid
misleading, ˌmɪsˈliːdɪŋ mɪsˈli·dɪŋ
mismanage, ˌmɪsˈmænɪdʒ mɪsˈmæn·ɪdʒ
mismanagement, ˌmɪsˈmænɪdʒmənt
mismatch, ˌmɪsˈmætʃ
misnomer, ˌmɪsˈnoʊmɚ mɪsˈnoʊ·mər
misogynist, mɪˈsɑːdʒənɪst mɪˈsɑdʒ·ə·nɪst
misogyny, mɪˈsɑːdʒəni
misperception, ˌmɪspɚˈsepʃən
misplace, ˌmɪsˈpleɪs mɪsˈpleɪs
misplaced, ˌmɪsˈpleɪst mɪsˈpleɪst
misprint, ˈmɪsprɪnt ˈmɪsˌprɪnt
mispronounce, ˌmɪsprəˈnaʊns ˌmɪs·prəˈnɑʊns
misquote, ˌmɪsˈkwoʊt mɪsˈkwoʊt
misread, ˌmɪsˈriːd ˌmɪsˈriːd mɪsˈrid
misreading, ˌmɪsˈriːdɪŋ ˌmɪsˈriːdɪŋ
misremember, ˌmɪsrɪˈmembɚ
misrepresent, ˌmɪsreprɪˈzent mɪsˌrep·rɪˈzent
misrepresentation, ˌmɪsreprɪzenˈteɪʃən
misrule, ˌmɪsˈruːl
miss, mɪs mɪs mɪs mɪs mɪs mɪs mɪs mɪs mɪs mɪs mɪs mɪs
misshapen, mɪsˈʃeɪpən mɪsˈʃeɪ·pən
missile, ˈmɪsəl ˈmɪsəl ˈmɪs·əl ˈmɪs·əl
missing, ˈmɪsɪŋ ˈmɪsɪŋ ˈmɪsɪŋ ˈmɪs·ɪŋ
mission, ˈmɪʃən ˈmɪʃən ˈmɪʃən ˈmɪʃ·ən ˈmɪʃ·ən
missionary, ˈmɪʃeri ˈmɪʃ·əˌner·i
missive, ˈmɪsɪv
misspeak, ˌmɪsˈspiːk
misspell, ˌmɪsˈspel mɪsˈspel
misstep, mɪsˈstep mɪsˈstep
missus, ˈmɪsɪz ˈmɪsɪz ˈmɪsɪz ˈmɪsɪz
missy, ˈmɪsi ˈmɪsi
mist, mɪst mɪst mɪst
mistake, mɪˈsteɪk mɪˈsteɪk
mistaken, mɪˈsteɪkən mɪˈsteɪ·kən
mistakenly, mɪˈsteɪkənli
mister, ˈmɪstɚ ˈmɪstɚ ˈmɪs·tər ˈmɪs·tər
mistletoe, ˈmɪsəltoʊ ˈmɪs·əlˌtoʊ
mistreat, ˌmɪsˈtriːt mɪsˈtrit
mistreatment, ˌmɪsˈtriːtmənt
mistress, ˈmɪstrəs ˈmɪstrəs ˈmɪstrəs ˈmɪstrəs ˈmɪs·trəs
mistrial, ˈmɪstraɪəl mɪsˈtrɑɪl
mistrust, ˌmɪsˈtrʌst mɪsˈtrʌst
mistrustful, ˌmɪsˈtrʌstfəl
misty, ˈmɪsti ˈmɪsti ˈmɪs·ti
misunderstand, ˌmɪsʌndɚˈstænd mɪsˌʌn·dərˈstænd
misunderstanding, ˌmɪsʌndɚˈstændɪŋ ˌmɪsʌndɚˈstændɪŋ mɪsˌʌn·dərˈstæn·dɪŋ
misuse, ˌmɪsˈjuːz mɪsˈjuz
mite, maɪt maɪt maɪt
miter, ˈmaɪt̬ɚ
mitigate, ˈmɪt̬əɡeɪt ˈmɪt̬·ɪˌɡeɪt
mitigating, ˈmɪt̬əɡeɪt̬ɪŋ ˈmɪt̬əɡeɪt̬ɪŋ
mitigation, ˌmɪt̬əˈɡeɪʃən ˌmɪt̬əˈɡeɪʃən
mitre, ˈmaɪt̬ɚ ˈmaɪt̬ɚ
mitt, mɪt mɪt mɪt mɪt
mitten, ˈmɪt̬ən ˈmɪt·ən
mix, mɪks mɪks mɪks mɪks mɪks mɪks mɪks
mixed, mɪkst mɪkst mɪkst mɪkst mɪkst mɪkst
mixer, ˈmɪksɚ ˈmɪksɚ ˈmɪksɚ ˈmɪk·sər
mixture, ˈmɪkstʃɚ ˈmɪkstʃɚ ˈmɪkstʃɚ ˈmɪks·tʃər ˈmɪks·tʃər
mnemonic, nɪˈmɑːnɪk
mo, moʊ
moan, moʊn moʊn moʊn
moat, moʊt
mob, mɑːb mɑːb mɑːb mɑb mɑb
mobile, ˈmoʊbəl ˈmoʊbəl ˈmoʊbəl ˈmoʊ·bəl ˈməʊbəl ˈməʊbəl ˈməʊbəl
mobility, moʊˈbɪlət̬i moʊˈbɪlət̬i moʊˈbɪl·ɪ·t̬i
mobilization, ˌmoʊbələˈzeɪʃən ˌmoʊbələˈzeɪʃən
mobilize, ˈmoʊbəlaɪz ˈmoʊbəlaɪz ˈmoʊ·bəˌlɑɪz
mobster, ˈmɑːbstɚ ˈmɑb·stər
moccasin, ˈmɑːkəsɪn ˈmɑk·ə·sɪn
mocha, ˈmoʊkə ˈmoʊkə ˈmoʊkə
mock, mɑːk mɑːk mɑk
mockery, ˈmɑːkɚi ˈmɑːkɚi ˈmɑk·ər·i
mocking, ˈmɑːkɪŋ
mockingbird, ˈmɑːkɪŋbɝːd ˈmɑk·ɪŋˌbɜrd
mod, mɑːd mɑːd mɑːd
modality, moʊˈdælət̬i moʊˈdælət̬i moʊˈdælət̬i
mode, moʊd moʊd moʊd moʊd moʊd moʊd
model, ˈmɑːdəl ˈmɑːdəl ˈmɑːdəl ˈmɑːdəl ˈmɑːdəl ˈmɑd·əl ˈmɑd·əl ˈmɑd·əl ˈmɑd·əl ˈmɑd·əl ˈmɑd·əl
modeling, ˈmɑːdəlɪŋ ˈmɑːdəlɪŋ
modem," ˈmoʊdəm ˈmoʊ·dəm, -dem ˈməʊdəm"
moderate, ˈmɑːdɚət ˈmɑːdɚət ˈmɑd·ər·ɪt ˈmɑd·ər·ɪt ˈmɑd·ər·ɪt
moderately, ˈmɑːdɚətli ˈmɑd·ər·ɪt·li ˈmɑd·ər·ɪt·li
moderation, ˌmɑːdəˈreɪʃən ˌmɑːdəˈreɪʃən
moderator, ˈmɑːdəreɪt̬ɚ ˈmɑːdəreɪt̬ɚ ˈmɑːdəreɪt̬ɚ ˈmɑːdəreɪt̬ɚ ˈmɑd·əˌreɪ·t̬ər ˈmɑd·əˌreɪ·t̬ər
modern, ˈmɑːdɚn ˈmɑːdɚn ˈmɑd·ərn
modernism, ˈmɑːdɚnɪzəm ˈmɑːdɚnɪzəm
modernity, mɑːˈdɝːnət̬i
modernization, ˌmɑːdɚnəˈzeɪʃən ˌmɒdərnəˈzeɪʃən
modernize, ˈmɑːdɚnaɪz ˈmɑd·ərˌnɑɪz
modest, ˈmɑːdɪst ˈmɑːdɪst ˈmɑːdɪst ˈmɑd·ɪst ˈmɑd·ɪst ˈmɑd·ɪst
modestly, ˈmɑːdɪstli ˈmɑːdɪstli ˈmɑːdɪstli ˈmɑd·ɪst·li ˈmɑd·ɪst·li ˈmɑd·ɪst·li
modesty, ˈmɑːdɪsti ˈmɑːdɪsti ˈmɑd·ə·sti ˈmɑd·ə·sti
modicum," ˈmɑːdɪkəm ˈmɑd·ɪ·kəm, ˈmoʊ·dɪ-"
modification, ˌmɑːdəfəˈkeɪʃən ˌmɑːdəfəˈkeɪʃən ˌmɑd·ə·fɪˈkeɪ·ʃən
modify, ˈmɑːdəfaɪ ˈmɑːdəfaɪ ˈmɑd·əˌfɑɪ ˈmɑd·əˌfɑɪ
modular, ˈmɑːdʒəlɚ ˈmɑːdʒəlɚ ˈmɑdʒ·ə·lər ˈmɑdʒələr ˈmɑdʒələr
modulate, ˈmɑːdʒəleɪt ˈmɑːdʒəleɪt ˈmɑːdʒəleɪt ˈmɑːdʒəleɪt ˈmɑdʒ·əˌleɪt
modulation, ˌmɑːdʒəˈleɪʃən ˌmɑːdʒəˈleɪʃən ˌmɑːdʒəˈleɪʃən ˌmɑːdʒəˈleɪʃən ˌmɑːdʒəˈleɪʃən
module, ˈmɑːdʒuːl ˈmɑːdʒuːl ˈmɑːdʒuːl ˈmɑdʒ·ul ˈmɑdʒ·ul ˈmɒdʒuːl ˈmɒdʒuːl ˈmɒdʒuːl
mogul, ˈmoʊɡəl ˈmoʊɡəl ˈmoʊ·ɡəl
mohair, ˈmoʊher ˈmoʊ·heər
mohel, ˈmɔɪəl
moi, mwɑː
moist, mɔɪst mɔɪst
moisten, ˈmɔɪsən
moisture, ˈmɔɪstʃɚ ˈmɔɪs·tʃər
moisturizer, ˈmɔɪstʃɚaɪzɚ ˈmɔɪs·tʃəˌrɑɪ·zər
mojo, ˈmoʊdʒoʊ
molasses, məˈlæsɪz məˈlæsɪz məˈlæs·ɪz
mold, moʊld moʊld moʊld
molder, ˈmoʊldɚ
molding, ˈmoʊldɪŋ ˈmoʊl·dɪŋ
moldy, ˈmoʊldi ˈmoʊl·di
mole, moʊl moʊl moʊl moʊl moʊl moʊl moʊl moʊl
molecular, məˈlekjəlɚ
molecule, ˈmɑːlɪkjuːl ˈmɑl·əˌkjul
molehill, ˈmoʊlhɪl ˈmoʊlhɪl
molest, məˈlest məˈlest məˈlest
molestation, ˌmɑːlesˈteɪʃən
molester, məˈlestɚ
moll, mɑːl mɑːl
mollify, ˈmɑːləfaɪ ˈmɑl·əˌfɑɪ
mollusk, ˈmɑːləsk ˈmɑl·əsk
molt, moʊlt moʊlt
molten, ˈmoʊltən ˈmoʊl·tən
molybdenum, mɑːˈlɪbdənəm
mom, mɑːm mɑm
moment, ˈmoʊmənt ˈmoʊmənt ˈmoʊ·mənt ˈmoʊ·mənt ˈmoʊ·mənt
momentarily, ˌmoʊmənˈterəli ˌmoʊmənˈterəli ˌmoʊ·mənˈteər·ə·li
momentary, ˈmoʊməntəri
momentous, məˈment̬əs moʊˈmen·təs
momentum, məˈment̬əm məˈment̬əm moʊˈmen·təm
momma, ˈmɑːmə ˈmɑm·ə
mommy, ˈmɑːmi ˈmɑm·i
monarch," ˈmɑːnɚk ˈmɑn·ərk, -ɑrk"
monarchist, ˈmɑːnɚkɪst
monarchy, ˈmɑːnɚki ˈmɑːnɚki ˈmɑn·ər·ki
monastery, ˈmɑːnəsteri ˈmɑn·əˌster·i
