Word,Pronunciation
esoteric, ˌesəˈterɪk ˌes·əˈter·ɪk
especial, ɪˈspeʃəl
especially, ɪˈspeʃəli ɪˈspeʃəli ɪˈspeʃ·ə·li
espionage, ˈespiənɑːʒ ˈes·pi·əˌnɑʒ
esplanade, ˈesplənɑːd
espouse, esˈpaʊz ɪsˈpɑʊz
espresso, esˈpresoʊ eˈspres·oʊ
espy, esˈpaɪ
esquire, ˈeskwaɪr ˈeskwaɪr ˈeskwaɪr
essay, ˈeseɪ ˈes·eɪ ˈes·eɪ
essence, ˈesəns ˈesəns ˈes·əns ˈes·əns
essential, ɪˈsenʃəl ɪˈsenʃəl ɪˈsen·ʃəl ɪˈsen·ʃəl
essentially, ɪˈsenʃəli
establish, ɪˈstæblɪʃ ɪˈstæblɪʃ ɪˈstæblɪʃ ɪˈstæblɪʃ ɪˈstæb·lɪʃ ɪˈstæb·lɪʃ ɪˈstæb·lɪʃ
established, ɪˈstæblɪʃt ɪˈstæblɪʃt ɪˈstæblɪʃt ɪˈstæb·lɪʃt
establishment, ɪˈstæblɪʃmənt ɪˈstæblɪʃmənt ɪˈstæb·lɪʃ·mənt ɪˈstæb·lɪʃ·mənt ɪˈstæb·lɪʃ·mənt
estate, ɪˈsteɪt ɪˈsteɪt ɪˈsteɪt ɪˈsteɪt ɪˈsteɪt ɪˈsteɪt ɪˈsteɪt ɪˈsteɪt
esteem, ɪˈstiːm ɪˈstim
esteemed, ɪˈstim
ester, ˈestɚ ˈes·tər
esthetic," esˈθet̬ɪk esˈθet̬·ɪk, ɪs-"
esthetically, esˈθet̬ɪkəli
estimable, ˈestəməbəl ˈes·tə·mə·bəl
estimate, ˈestəmeɪt ˈes·tə·mət ˈes·tə·mət
estimated, ˈestəmeɪt̬ɪd -ṱɪd
estimation, ˌestəˈmeɪʃən ˌestəˈmeɪʃən ˌes·təˈmeɪ·ʃən
estrange, ɪˈstreɪndʒ ɪˈstreɪndʒ
estranged, ɪˈstreɪndʒd ɪˈstreɪndʒd ɪˈstreɪndʒd
estrangement, ɪˈstreɪndʒmənt ɪˈstreɪndʒmənt
estrogen, ˈestrədʒən ˈes·trə·dʒən
estuary, ˈestueri ˈes·tʃuˌer·i
etch, etʃ etʃ
etching, ˈetʃɪŋ ˈetʃɪŋ ˈetʃ·ɪŋ
eternal," ɪˈtɝːnəl ɪˈtɜr·nəl, i-"
eternally, ɪˈtɝːnəli
eternity, ɪˈtɝːnət̬i ɪˈtɜr·nɪ·t̬i
ethanol," ˈeθənɑːl ˈeθ·əˌnɔl, -ˌnɑl"
ether, ˈiːθɚ ˈi·θər
ethereal, iˈθɪriəl ɪˈθɪər·i·əl
ethic, ˈeθɪk ˈeθ·ɪk
ethical, ˈeθɪkəl ˈeθɪkəl ˈeθɪkəl
ethically, ˈeθɪkəli
ethics, ˈeθ·ɪks
ethnic, ˈeθnɪk ˈeθnɪk ˈeθ·nɪk
ethnically, ˈeθnɪkəli
ethnicity, eθˈnɪsət̬i eθˈnɪs·ɪ·t̬i
ethnocentric, ˌeθnoʊˈsentrɪk ˌeθ·noʊˈsen·trɪk
ethnographic, ˌeθnoʊˈɡræfɪk
ethos, ˈiːθɑːs ˈi·θɑs
ethylene, ˈeθəliːn ˈeθ·əˌlin
etiology, ˌiːt̬iˈɑːlədʒi
etiquette, ˈet̬ɪkɪt ˈet̬·ə·kət
etymological, ˌet̬ɪməˈlɑːdʒɪkəl
etymology, ˌet̬ɪˈmɑːlədʒi ˌet̬·əˈmɑl·ə·dʒi
eucalyptus, ˌjuːkəlˈɪptəs
eugenics, juːˈdʒenɪks
eulogize, ˈjuːlədʒaɪz
eulogy, ˈjuːlədʒi ˈju·lə·dʒi
eunuch," ˈjuːnək ˈju·nək, -nɪk"
euphemism, ˈjuːfəmɪzəm ˈju·fəˌmɪz·əm
euphemistic, ˌjuːfəˈmɪstɪk
euphemistically, ˌjuːfəˈmɪstɪkəli
euphony, ˈjuːfəni ˈjuːfəni
euphoria," juːˈfɔːriə jʊˈfɔr·i·ə, -ˈfoʊr-"
euphoric, juːˈfɔːrɪk
eureka, jʊˈriːkə
euro, ˈjʊroʊ ˈjʊər·oʊ
euthanasia, ˌjuːθəˈneɪʒə ˌju·θəˈneɪ·ʒə
euthanize, ˈjuːθənaɪz
evacuate, ɪˈvækjueɪt ɪˈvækjueɪt ɪˈvæk·juˌeɪt ɪˈvæk·juˌeɪt
evacuation, ɪˌvækjuˈeɪʃən ɪˌvækjuˈeɪʃən
evade, ɪˈveɪd ɪˈveɪd
evader, ɪˈveɪdɚ
evaluate, ɪˈvæljueɪt ɪˈvæl·juˌeɪt
evaluation, ɪˌvæljuˈeɪʃən
evanescence, ˌevəˈnesəns
evangelical," ˌiːvænˈdʒelɪkəl ˌiːvænˈdʒelɪkəl ˌiˌvænˈdʒel·ɪ·kəl, ˌev·ən-"
evangelism, ɪˈvændʒəlɪzəm
evangelist, ɪˈvændʒəlɪst ɪˈvændʒəlɪst ɪˈvæn·dʒə·lɪst
evangelistic, ɪˌvændʒəˈlɪstɪk ɪˌvændʒəˈlɪstɪk
evaporate, ɪˈvæpəreɪt ɪˈvæpəreɪt ɪˈvæp·əˌreɪt ɪˈvæp·əˌreɪt
evaporation, ɪˌvæpəˈreɪʃən ɪˌvæpəˈreɪʃən ɪˌvæp·əˈreɪ·ʃən
evasion, ɪˈveɪʒən ɪˈveɪ·ʒən
evasive, ɪˈveɪsɪv ɪˈveɪsɪv ɪˈveɪ·sɪv
eve, iːv iːv iv
even, ˈiːvən ˈiːvən ˈiːvən ˈi·vən ˈi·vən ˈi·vən ˈi·vən
evening, ˈiːvnɪŋ ˈiv·nɪŋ
evenings, ˈiːvnɪŋz
evenly, ˈiːvənli ˈiːvənli ˈi·vən·li ˈi·vən·li ˈi·vən·li
event, ɪˈvent ɪˈvent ɪˈvent ɪˈvent ɪˈvent
eventful, ɪˈventfəl ɪˈvent·fəl
eventual, ɪˈventʃuəl ɪˈven·tʃu·əl
eventuality, ɪˌventʃuˈælət̬i ɪˌven·tʃuˈæl·ət̬·i
eventually, ɪˈventʃuəli
ever, ˈevɚ ˈevɚ ˈevɚ ˈevɚ ˈev·ər ˈev·ər ˈev·ər
evergreen, ˈevɚɡriːn ˈevɚɡriːn ˈev·ərˌɡrin
everlasting, ˌevɚˈlæstɪŋ ˌev·ərˈlæs·tɪŋ
evermore, ˌevɚˈmɔːr
evert, ɪˈvɝːt
every, ˈevri ˈevri ˈevri ˈev·ri ˈev·ri ˈev·ri
everybody," ˈevriˌbɑːdi ˈev·riˌbɑd·i, -ˌbʌd·i"
everyday, ˈevrideɪ ˈev·riˌdeɪ
everyman, ˈevrimæn
everyone, ˈevriwʌn ˈev·riˌwʌn
everyplace, ˈevripleɪs
everything, ˈevriθɪŋ ˈev·riˌθɪŋ
everywhere," ˈevriwer ˈev·riˌhwer, -ˌwer"
evict, ɪˈvɪkt ɪˈvɪkt
eviction, ɪˈvɪkʃən
evidence, ˈevədəns ˈev·ɪ·dəns
evidenced, ˈevədənst
evident, ˈevədənt ˈev·ɪ·dənt
evidentiary, ˌevɪˈdenʃieri
evidently, ˈevədəntli ˈevədəntli
evil, ˈiːvəl ˈiːvəl ˈi·vəl
evildoer, ˈiːvəlˌduːɚ
eviscerate, ɪˈvɪsəreɪt
evocation, ˌevəˈkeɪʃən
evocative, ɪˈvɑːkət̬ɪv
evoke, ɪˈvoʊk ɪˈvoʊk
evolution," ˌiːvəˈluːʃən ˌiːvəˈluːʃən ˌev·əˈlu·ʃən, ˌi·və- ˌev·əˈlu·ʃən, ˌi·və-"
evolutionary," ˌiːvəˈluːʃəneri ˌiːvəˈluːʃəneri ˌev·əˈlu·ʃəˌner·i, ˌi·və- -er-"
evolve," ɪˈvɑːlv ɪˈvɔlv, -ˈvɑlv ɪˈvɔlv, -ˈvɑlv"
evolved, ɪˈvɑːlvd
ewe, juː
ex, eks eks
exacerbate, ɪɡˈzæsɚbeɪt ɪɡˈzæs·ərˌbeɪt
exacerbation, ɪɡˌzæsɚˈbeɪʃən
exact, ɪɡˈzækt ɪɡˈzækt ɪɡˈzækt
exacting, ɪɡˈzæktɪŋ ɪɡˈzæk·tɪŋ
exaction, ɪɡˈzækʃən ɪɡˈzækʃən
exactly, ɪɡˈzæktli ɪɡˈzæktli ɪɡˈzækt·li ɪɡˈzækt·li
exaggerate, ɪɡˈzædʒəreɪt ɪɡˈzædʒ·əˌreɪt
exaggerated, ɪɡˈzædʒəreɪt̬ɪd
exaggeration, ɪɡˌzædʒəˈreɪʃən
exalt, ɪɡˈzɑːlt ɪɡˈzɑːlt ɪɡˈzɔlt
exalted, ɪɡˈzɑːlt̬ɪd ɪɡˈzɑːlt̬ɪd
exam, ɪɡˈzæm ɪɡˈzæm ɪɡˈzæm
examination, ɪɡˌzæməˈneɪʃən ɪɡˌzæməˈneɪʃən ɪɡˌzæm·əˈneɪ·ʃən
examine, ɪɡˈzæmɪn ɪɡˈzæmɪn ɪɡˈzæm·ən
examiner, -nɚ
example, ɪɡˈzæmpəl ɪɡˈzæmpəl ɪɡˈzæmpəl ɪɡˈzæmpəl ɪɡˈzæm·pəl ɪɡˈzæm·pəl ɪɡˈzæm·pəl
exasperate, ɪɡˈzæspəreɪt ɪɡˈzæs·pəˌreɪt
exasperated, ɪɡˈzæspəreɪt̬ɪd
exasperating, ɪɡˈzæspəreɪt̬ɪŋ
exasperation, ɪɡˌzæspəˈreɪʃən
excavate, ˈekskəveɪt ˈekskəveɪt ˈek·skəˌveɪt ˈek·skəˌveɪt
excavation, ˌekskəˈveɪʃən ˌekskəˈveɪʃən
excavator, ˈekskəveɪt̬ɚ ˈekskəveɪt̬ɚ
exceed, ɪkˈsiːd ɪkˈsid
exceedingly, ɪkˈsiːdɪŋli ɪkˈsi·dɪŋ·li
excel, ɪkˈsel ɪkˈsel
excellence, ˈeksələns
excellent, ˈeksələnt ˈek·sə·lənt
excellently, ˈeksələntli
except, ɪkˈsept ɪkˈsept ɪkˈsept
excepted, ɪkˈseptɪd
excepting, ɪkˈseptɪŋ
exception, ɪkˈsepʃən ɪkˈsep·ʃən
exceptional, ɪkˈsepʃənəl ɪkˈsep·ʃə·nəl ɪkˈsep·ʃə·nəl
exceptionally, ɪkˈsepʃənəli
excerpt," ˈeksɝːpt ˈek·sɜrpt, ˈeɡ·zɜrpt"
excess," ɪkˈses ɪkˈses ɪkˈses, ˈek·ses"
excesses," ɪkˈses·əz, ˈekˌses·əz"
excessive, ekˈsesɪv
excessively, ekˈsesɪvli
exchange, ɪksˈtʃeɪndʒ ɪksˈtʃeɪndʒ ɪksˈtʃeɪndʒ ɪksˈtʃeɪndʒ ɪksˈtʃeɪndʒ
excise, ˈeksaɪz ˈek·sɑɪz
excision, ekˈsɪʒən ekˈsɪʒən
excitable, ɪkˈsaɪt̬əbəl ɪkˈsɑɪ·t̬ə·bəl
excitation, ˌeksaɪˈteɪʃən ˌeksaɪˈteɪʃən
excite, ɪkˈsaɪt ɪkˈsaɪt ɪkˈsaɪt ɪkˈsaɪt ɪkˈsɑɪt ɪkˈsɑɪt ɪkˈsɑɪt
excited, ɪkˈsaɪt̬ɪd ɪkˈsaɪt̬ɪd
excitedly, ɪkˈsaɪt̬ɪdli
excitement, ɪkˈsaɪtmənt
exciting, ɪkˈsaɪt̬ɪŋ
exclaim, ɪkˈskleɪm ɪkˈskleɪm
exclamation, ˌekskləˈmeɪʃən ˌek·skləˈmeɪ·ʃən ˌek·skləˈmeɪ·ʃən
exclude, ɪkˈskluːd ɪkˈskluːd ɪkˈskluːd ɪkˈsklud
excluding, ɪkˈskluːdɪŋ ɪkˈsklu·dɪŋ
exclusion, ɪkˈskluːʒən
exclusionary, ɪkˈskluːʒəneri ɪkˈskluːʒəneri ɪkˈskluːʒəneri
exclusive, ɪkˈskluːsɪv ɪkˈskluːsɪv ɪkˈsklu·sɪv ɪkˈsklu·sɪv
exclusively, ɪkˈskluːsɪvli ɪkˈsklu·sɪv·li
exclusivity, ˌekskluːˈsɪvət̬i ˌekskluːˈsɪvət̬i -əṱi -əṱi -əṱi
excommunicate, ˌekskəˈmjuːnəkeɪt ˌek·skəˈmju·nɪˌkeɪt
excommunication, ˌekskəˌmjuːnəˈkeɪʃən
excrement, ˈekskrəmənt ˈek·skrə·mənt
excrete, ɪkˈskriːt ɪkˈskrit
excretion, ɪkˈskriːʃən
excruciating, ɪkˈskruːʃieɪt̬ɪŋ ɪkˈskruːʃieɪt̬ɪŋ ɪkˈskru·ʃiˌeɪ·t̬ɪŋ
excruciatingly, ɪkˈskruːʃieɪt̬ɪŋli
exculpate, ˈekskəlpeɪt
exculpatory, ekˈskʌlpətɔːri
excursion, ɪkˈskɝːʃən ɪkˈskɜr·ʒən
excusable, ɪkˈskjuːzəbəl
excuse, ɪkˈskjuːz ɪkˈskjuːz ɪkˈskjuz
exec, ɪɡˈzek
execrable, ˈeksəkrəbəl
execute, ˈeksəkjuːt ˈeksəkjuːt ˈek·sɪˌkjut ˈek·sɪˌkjut
execution, ˌeksəˈkjuːʃən ˌeksəˈkjuːʃən ˌek·sɪˈkju·ʃən ˌek·sɪˈkju·ʃən
executioner, ˌeksəˈkjuːʃənɚ
executive, ɪɡˈzekjət̬ɪv ɪɡˈzekjət̬ɪv ɪɡˈzek·jə·t̬ɪv ɪɡˈzek·jə·t̬ɪv
executor, ɪɡˈzekjət̬ɚ ɪɡˈzek·jə·t̬ər -jəṱɚ
exemplar, ɪɡˈzemplɑːr
exemplary, ɪɡˈzemplɚi ɪɡˈzemplɚi ɪɡˈzem·plə·ri
exemplify, ɪɡˈzempləfaɪ ɪɡˈzem·pləˌfɑɪ
exempt, ɪɡˈzempt ɪɡˈzempt
exemption, ɪɡˈzempʃən ɪɡˈzemp·ʃən ɪɡˈzemp·ʃən
exercise, ˈeksɚsaɪz ˈeksɚsaɪz ˈeksɚsaɪz ˈeksɚsaɪz ˈek·sərˌsɑɪz ˈek·sərˌsɑɪz ˈek·sərˌsɑɪz ˈek·sərˌsɑɪz
exert, ɪɡˈzɝːt ɪɡˈzɜrt ɪɡˈzɜrt
exertion, ɪɡˈzɝːʃən ɪɡˈzɝːʃən
exfoliate, eksˈfoʊlieɪt
exfoliation, eksˌfoʊliˈeɪʃən
exhalation, ˌekshəˈleɪʃən
exhale, eksˈheɪl eksˈheɪl
exhaust, ɪɡˈzɑːst ɪɡˈzɑːst ɪɡˈzɔst ɪɡˈzɔst
exhausted, ɪɡˈzɑːstɪd
exhausting, ɪɡˈzɑːstɪŋ ɪɡˈzɔ·stɪŋ
exhaustion, ɪɡˈzɑːtʃən ɪɡˈzɔs·tʃən
exhaustive, ɪɡˈzɑːstɪv ɪɡˈzɔ·stɪv
exhaustively, ɪɡˈzɑːstɪvli
exhibit, ɪɡˈzɪbɪt ɪɡˈzɪb·ət ɪɡˈzɪb·ət
exhibition, ˌeksəˈbɪʃən ˌeksəˈbɪʃən ˌek·səˈbɪʃ·ən
exhibitionist, ˌeksəˈbɪʃənɪst ˌeksəˈbɪʃənɪst
exhibitor, ɪɡˈzɪbɪt̬ɚ -ṱɚ
exhilarate, ɪɡˈzɪləreɪt
exhilarated, ɪɡˈzɪləreɪt̬ɪd
exhilarating, ɪɡˈzɪləreɪt̬ɪŋ ɪɡˈzɪl·əˌreɪ·t̬ɪŋ
exhilaration, ɪɡˌzɪləˈreɪʃən
exhortation, ˌeɡzɔːrˈteɪʃən
exhumation, ˌekshjuːˈmeɪʃən
exhume," eɡˈzuːm ɪɡˈzum, ɪksˈjum"
exigent, ˈeksədʒənt
exile," ˈeksaɪl ˈeksaɪl ˈeɡ·zɑɪl, ˈek·sɑɪl"
exiled, ˈeksaɪld
exist, ɪɡˈzɪst ɪɡˈzɪst ɪɡˈzɪst ɪɡˈzɪst ɪɡˈzɪst
existence, ɪɡˈzɪstəns ɪɡˈzɪstəns ɪɡˈzɪs·təns ɪɡˈzɪs·təns ɪɡˈzɪs·təns
existent, ɪɡˈzɪstənt
existential, ˌeɡzɪˈstenʃəl ˌeɡzɪˈstenʃəl
existing, ɪɡˈzɪstɪŋ ɪɡˈzɪs·tɪŋ
exit," ˈeksɪt ˈeksɪt ˈeksɪt ˈeksɪt ˈek·sɪt, ˈeɡ·zɪt ˈek·sɪt, ˈeɡ·zɪt"
exodus, ˈeksədəs ˈek·sə·dəs
exonerate, ɪɡˈzɑːnɚeɪt ɪɡˈzɑn·əˌreɪt
exoneration, ɪɡˌzɑːnəˈreɪʃən
exorbitant, eɡˈzːɔrbət̬ənt ɪɡˈzɔr·bə·t̬ənt
exorcism, ˈeksɔːrsɪzəm ˈeksɔːrsɪzəm
exorcist, ˈeksɔːrsɪst
exoskeleton, ˌeksoʊˈskelət̬ən ˌeksoʊˈskelət̬ən ˌek·soʊˈskel·ɪ·tən
exothermic, ˌeksoʊˈθɜ˞ːmɪk
exotic, ɪɡˈzɑːt̬ɪk ɪɡˈzɑt̬·ɪk
expand, ɪkˈspænd ɪkˈspænd
expandable, ɪkˈspændəbəl
expanse, ɪkˈspæns ɪkˈspæns
expansion, ɪkˈspænʃən
expansionism, ɪkˈspænʃənɪzəm ɪkˈspæn·ʃəˌnɪz·əm ɪkˈspæn·ʃəˌnɪz·əm
expansionist, ɪkˈspænʃənɪst
expansive, ɪkˈspænsɪv ɪkˈspænsɪv ɪkˈspæn·sɪv ɪkˈspæn·sɪv
expatriate, ekˈspeɪtriət ekˈspeɪ·tri·ət ɪkˈspeɪtriət
expect, ɪkˈspekt ɪkˈspekt ɪkˈspekt ɪkˈspekt
expectancy, ɪkˈspektənsi
expectant, ɪkˈspektənt ɪkˈspektənt ɪkˈspek·tənt
expectation, ˌekspekˈteɪʃən ˌekspekˈteɪʃən ˌek·spekˈteɪ·ʃən
expected, ɪkˈspektɪd ɪkˈspektɪd ɪkˈspektɪd
expectorant, ɪkˈspektərənt
expedience, ɪkˈspiːdiəns
expediency, ɪkˈspiːdiənsi
expedient, ɪkˈspiːdiənt ɪkˈspid·i·ənt
expedite, ˈekspədaɪt ˈek·spɪˌdɑɪt
expedition, ˌekspəˈdɪʃən ˌekspəˈdɪʃən ˌekspəˈdɪʃən ˌek·spəˈdɪʃ·ən
expeditious, ˌekspəˈdɪʃəs
expeditiously, ˌekspəˈdɪʃəsli
expel, ɪkˈspel ɪkˈspel ɪkˈspel
expend, ɪkˈspend ɪkˈspend
expendable, ɪkˈspendəbəl ɪkˈspen·də·bəl
expenditure, ɪkˈspendətʃɚ ɪkˈspendətʃɚ ɪkˈspen·dɪ·tʃər
expense, ɪkˈspens ɪkˈspens ɪkˈspens
expensive, ɪkˈspensɪv ɪkˈspen·sɪv
expensively, ɪkˈspensɪvli ɪkˈspensɪvli
experience, ɪkˈspɪriəns ɪkˈspɪriəns ɪkˈspɪriəns ɪkˈspɪər·i·əns
experienced, ɪkˈspɪriənst ɪkˈspɪər·i·ənst
experiment, ɪkˈsperəmənt ɪkˈsper·ə·mənt
experimental, ɪkˌsperəˈment̬əl ɪkˌsperəˈment̬əl ɪkˌsper·əˈmen·təl
experimentally, ɪkˌsperəˈment̬əli ɪkˌsperəˈment̬əli
experimentation, ɪkˌsperəmenˈteɪʃən
experimenter, ɪkˈsperəment̬ɚ
expert, ˈekspɝːt ˈek·spɜrt
expertise," ˌekspɝːˈtiːz ˌek·spərˈtiz, -ˈtis"
expertly, ˈekspɝːtli
expiate, ˈekspieɪt
expiration, ˌekspəˈreɪʃən ˌekspəˈreɪʃən ˌek·spəˈreɪ·ʃən
expiratory, ɪkˈspaɪrətɔːri
expire, ɪkˈspaɪr ɪkˈspaɪr ɪkˈspaɪr ɪkˈspɑɪər ɪkˈspɑɪər
expiry, ɪkˈspaɪri ɪkˈspaɪri
explain, ɪkˈspleɪn ɪkˈspleɪn ɪkˈspleɪn
explaining, ɪkˈspleɪnɪŋ
explanation, ˌekspləˈneɪʃən ˌek·spləˈneɪ·ʃən ˌek·spləˈneɪ·ʃən
explanatory," ɪkˈsplænətɔːri ɪkˈsplæn·əˌtɔr·i, -ˌtoʊr·i"
expletive, ˈeksplət̬ɪv ˈek·splə·t̬ɪv
explicable, ekˈsplɪkəbəl
explication, ˌekspləˈkeɪʃən
explicit, ɪkˈsplɪsɪt ɪkˈsplɪsɪt ɪkˈsplɪs·ɪt ɪkˈsplɪs·ɪt
explicitly, ɪkˈsplɪsɪtli
explode, ɪkˈsploʊd ɪkˈsploʊd ɪkˈsploʊd ɪkˈsploʊd ɪkˈsploʊd ɪkˈsploʊd ɪkˈsploʊd ɪkˈsploʊd
exploit, ɪkˈsplɔɪt ɪkˈsplɔɪt ˈek·splɔɪt
exploitation, ˌeksplɔɪˈteɪʃən ˌeksplɔɪˈteɪʃən ˌekˌsplɔɪˈteɪ·ʃən ˌekˌsplɔɪˈteɪ·ʃən
exploitative, ɪkˈsplɔɪt̬ət̬ɪv
exploitive, ɪkˈsplɔɪt̬ɪv
exploration," ˌekspləˈreɪʃən ˌek·spləˈreɪ·ʃən, ˌekˌsplɔ-"
exploratory," ekˈsplɑːrətɔːri ɪkˈsplɔr·əˌtɔr·i, ɪkˈsploʊr·əˌtoʊr·i"
explore," ɪkˈsplɔːr ɪkˈsplɔːr ɪkˈsplɔr, -ˈsploʊr ɪkˈsplɔr, -ˈsploʊr"
explorer," ɪkˈsplɔːrɚ ɪkˈsplɔr·ər, -ˈsploʊr-"
explosion, ɪkˈsploʊʒən ɪkˈsploʊʒən ɪkˈsploʊʒən ɪkˈsploʊʒən ɪkˈsploʊ·ʒən ɪkˈsploʊ·ʒən
explosive, ɪkˈsploʊsɪv ɪkˈsploʊsɪv ɪkˈsploʊsɪv ɪkˈsploʊsɪv ɪkˈsploʊsɪv ɪkˈsploʊ·sɪv ɪkˈsploʊ·sɪv ɪkˈsploʊ·sɪv
explosively, ɪkˈsploʊsɪvli ɪkˈsploʊsɪvli ɪkˈsploʊsɪvli ɪkˈsploʊsɪvli
expo, ˈekspoʊ ˈek·spoʊ
exponent," ɪkˈspoʊnənt ɪkˈspoʊnənt ɪkˈspoʊ·nənt, ˈek·spoʊ- ɪkˈspoʊ·nənt"
exponential, ˌekspoʊˈnenʃəl ˌekspoʊˈnenʃəl
exponentially, ˌekspoʊˈnenʃəli
export," ˈekspɔːrt ˈekspɔːrt ˈekspɔːrt ekˈspɔrt, -ˈspoʊrt"
exporter, ɪkˈspɔːrt̬ɚ -ˈspɔːrṱɚ -ˈspɔːrṱɚ
expose, ɪkˈspoʊz ɪkˈspoʊz ɪkˈspoʊz ɪkˈspoʊz ɪkˈspoʊz ɪkˈspoʊz ɪkˈspoʊz ɪkˈspoʊz
exposed, ɪkˈspoʊzd ɪkˈspoʊzd ɪkˈspoʊzd ɪkˈspoʊzd ɪkˈspoʊzd
exposition, ˌekspəˈzɪʃən ˌekspəˈzɪʃən ˌek·spəˈzɪʃ·ən ˌek·spəˈzɪʃ·ən ˌek·spəˈzɪʃ·ən
exposure, ɪkˈspoʊʒɚ ɪkˈspoʊʒɚ ɪkˈspoʊʒɚ ɪkˈspoʊʒɚ ɪkˈspoʊʒɚ ɪkˈspoʊʒɚ ɪkˈspoʊʒɚ ɪkˈspoʊ·ʒər ɪkˈspoʊ·ʒər ɪkˈspoʊ·ʒər ɪkˈspoʊ·ʒər ɪkˈspoʊ·ʒər ɪkˈspoʊ·ʒər ɪkˈspoʊ·ʒər
expound, ɪkˈspaʊnd
express, ɪkˈspres ɪkˈspres ɪkˈspres
expression, ɪkˈspreʃən ɪkˈspreʃən ɪkˈspreʃən ɪkˈspreʃən ɪkˈspreʃ·ən ɪkˈspreʃ·ən ɪkˈspreʃ·ən
expressionism, ɪkˈspreʃənɪzəm
expressionist, ɪkˈspreʃənɪst
expressionistic, ɪkˌspreʃənˈɪstɪk
expressionless, ɪkˈspreʃənləs ɪkˈspreʃ·ən·ləs
expressive, ɪkˈspresɪv ɪkˈspres·ɪv
expressly, ɪkˈspresli ɪkˈspresli ɪkˈspres·li
expressway, ɪkˈspresweɪ ɪkˈspresˌweɪ
expropriation, ɪkˌsproʊpriˈeɪʃən
expulsion, ɪkˈspʌlʃən ɪkˈspʌlʃən ɪkˈspʌl·ʃən
expunge, ɪkˈspʌndʒ ɪkˈspʌndʒ
exquisite," ɪkˈskwɪzɪt ɪkˈskwɪzɪt ɪkˈskwɪz·ɪt, ˈek·skwɪz·ɪt"
exquisitely, ɪkˈskwɪzɪtli ɪkˈskwɪzɪtli
extant," ekˈstænt ˈek·stənt, ɪkˈstænt"
extend, ɪkˈstend ɪkˈstend ɪkˈstend ɪkˈstend ɪkˈstend ɪkˈstend ɪkˈstend ɪkˈstend ɪkˈstend ɪkˈstend ɪkˈstend
extendable, ɪkˈstendəbəl
extended, ɪkˈstendɪd ɪkˈsten·dɪd
extension, ɪkˈstenʃən ɪkˈstenʃən ɪkˈstenʃən ɪkˈstenʃən ɪkˈstenʃən ɪkˈstenʃən ɪkˈsten·ʃən ɪkˈsten·ʃən ɪkˈsten·ʃən
extensive, ɪkˈstensɪv ɪkˈsten·sɪv ɪkˈsten·sɪv
extensively, ɪkˈstensɪvli
extent, ɪkˈstent ɪkˈstent ɪkˈstent
extenuate, ɪkˈstenjueɪt
extenuating, ɪkˈstenjueɪt̬ɪŋ ɪkˈsten·juˌeɪ·t̬ɪŋ
exterior, ɪkˈstɪriɚ ekˈstɪər·i·ər
exterminate, ɪkˈstɝːməneɪt ɪkˈstɜr·məˌneɪt
extermination, ɪkˌstɝːməˈneɪʃən
exterminator, ɪkˈstɝːməneɪt̬ɚ ɪkˈstɜr·məˌneɪ·t̬ər
external, ɪkˈstɝːnəl ekˈstɜr·nəl
externally, ɪkˈstɝːnəli
extinct, ɪkˈstɪŋkt ɪkˈstɪŋkt ɪkˈstɪŋkt ɪkˈstɪŋkt
extinction, ɪkˈstɪŋkʃən
extinguish, ɪkˈstɪŋɡwɪʃ ɪkˈstɪŋɡwɪʃ ɪkˈstɪŋ·ɡwɪʃ
extinguisher, ɪkˈstɪŋɡwɪʃɚ
extol, ɪkˈstoʊl ɪkˈstoʊl
extort, ɪkˈstɔːrt ɪkˈstɔrt
extortion, ɪkˈstɔːrʃən
extortionate, ɪkˈstɔːrʃənət
extra, ˈekstrə ˈekstrə ˈek·strə
extract, ɪkˈstrækt ɪkˈstrækt ɪkˈstrækt
extraction, ɪkˈstrækʃən ɪkˈstrækʃən ɪkˈstræk·ʃən ɪkˈstræk·ʃən
extracurricular, ˌekstrəkəˈrɪkjəlɚ ˌekstrəkəˈrɪkjəlɚ ˌek·strə·kəˈrɪk·jə·lər
extradite, ˈekstrədaɪt
extradition, ˌekstrəˈdɪʃən ˌek·strəˈdɪʃ·ən
extramarital, ˌekstrəˈmerət̬əl
extraneous, ɪkˈstreɪniəs ekˈstreɪ·ni·əs
extraordinaire, ɪkˌstrɔːrdəˈner
extraordinarily, ɪkˈstrɔːrdənerəli
extraordinary, ɪkˈstrɔːrdəneri ɪkˈstrɔr·dənˌer·i
extrapolate, ɪkˈstræpəleɪt ɪkˈstræpəleɪt
extrapolation, ɪkˌstræpəˈleɪʃən
extrasensory, ˌekstrəˈsensɚi
extraterrestrial, ˌekstrətəˈrestriəl ˌek·strə·təˈres·tri·əl
extravagance, ɪkˈstrævəɡəns ɪkˈstrævəɡəns ɪkˈstræv·ə·ɡəns
extravagant, ɪkˈstrævəɡənt ɪkˈstrævəɡənt ɪkˈstræv·ə·ɡənt ɪkˈstræv·ə·ɡənt
extravagantly, ɪkˈstrævəɡəntli ɪkˈstrævəɡəntli ɪkˈstræv·ə·ɡənt·li
extravaganza, ɪkˌstrævəˈɡænzə
