Word,Pronunciation
astringent, əˈstrɪndʒənt əˈstrɪndʒənt əˈstrɪndʒənt
astrologer, əˈstrɑːlədʒɚ
astrological, ˌæstrəˈlɑːdʒɪkəl
astrology, əˈstrɑːlədʒi əˈstrɑl·ə·dʒi
astronaut," ˈæstrənɑːt ˈæs·trəˌnɔt, -ˌnɑt"
astronautics, ˌæstrəˈnɑːt̬ɪks
astronomer, əˈstrɑːnəmɚ əˈstrɑn·ə·mər
astronomical, ˌæstrəˈnɑːmɪkəl ˌæstrəˈnɑːmɪkəl ˌæs·trəˈnɑm·ɪ·kəl ˌæs·trəˈnɑm·ɪ·kəl
astronomically, ˌæstrəˈnɑːmɪkəli ˌæstrəˈnɑːmɪkəli
astronomy, əˈstrɑːnəmi əˈstrɑn·ə·mi
astrophysicist, ˌæstroʊˈfɪzɪsɪst
astrophysics, ˌæstroʊˈfɪzɪks
astute, əˈstuːt əˈstut
astuteness, əˈstuːtnəs
asunder, əˈsʌndɚ
asylum, əˈsaɪləm əˈsaɪləm əˈsɑɪ·ləm əˈsɑɪ·ləm
asymmetrical, ˌeɪ·sɪˈme·trɪ·kəl ˌeɪ·sɪˈme·trɪ·kəl
asymmetry, eɪˈsɪmətri eɪˈsɪmətri ˌeɪˈsɪm·ɪ·tri
asymptomatic, ˌeɪsɪmptəˈmæt̬ɪk
at," strong æt strong æt strong æt strong æt strong æt strong æt strong æt strong æt strong æt æt, ət æt, ət æt, ət æt, ət æt, ət æt, ət æt, ət"
atavism, ˈæt̬əvɪzəm
atavistic, ˌæt̬əˈvɪstɪk
ate, eɪt eɪt
atheism, ˈeɪθiɪzəm ˈeɪ·θiˌɪz·əm
atheist, ˈeɪθiɪst ˈeɪ·θi·ɪst
athlete, ˈæθliːt ˈæθˌlit
athletic, æθˈlet̬ɪk æθˈlet̬ɪk æθˈlet̬·ɪk æθˈlet̬·ɪk
athletically, æθˈlet̬ɪkəli æθˈlet̬ɪkəli
athleticism, æθˈlet̬əsɪzəm
athletics, æθˈlet̬ɪks æθˈlet̬ɪks æθˈlet̬·ɪks æθˈlet̬·ɪks
atlas, ˈætləs ˈætləs ˈætləs ˈæt·ləs
atmosphere, ˈætməsfɪr ˈætməsfɪr ˈætməsfɪr ˈætməsfɪr ˈæt·məˌsfɪər ˈæt·məˌsfɪər ˈæt·məˌsfɪər ˈæt·məˌsfɪər
atmospheric," ˌætməsˈferɪk ˌætməsˈferɪk ˌæt·məˈsfɪər·ɪk, -sfer·ɪk"
atmospherics, ˌætməsˈferɪks
atoll, ˈætɑːl
atom, ˈæt̬əm ˈæt̬·əm
atomic, əˈtɑːmɪk əˈtɑːmɪk əˈtɑːmɪk əˈtɑm·ɪk
atomizer, ˈæt̬əmaɪzɚ
atonal, ˌeɪˈtoʊnəl eɪˈtoʊ·nəl
atone, əˈtoʊn
atonement, əˈtoʊnmənt
atop, əˈtɑːp əˈtɑp
atrium, ˈeɪtriəm ˈeɪtriəm
atrocious, əˈtroʊʃəs əˈtroʊʃəs əˈtroʊ·ʃəs əˈtroʊ·ʃəs
atrocity, əˈtrɑːsət̬i əˈtrɑːsət̬i əˈtrɑs·ɪ·t̬i
atrophy, ˈætrəfi
attaboy, ˈæt̬əbɔɪ ˈæt̬əbɔɪ
attach, əˈtætʃ əˈtætʃ əˈtætʃ əˈtætʃ əˈtætʃ
attached, əˈtætʃt
attachment, əˈtætʃmənt əˈtætʃmənt əˈtætʃmənt əˈtætʃmənt əˈtætʃmənt əˈtætʃ·mənt əˈtætʃ·mənt
attack, əˈtæk əˈtæk əˈtæk əˈtæk əˈtæk əˈtæk əˈtæk əˈtæk
attacker, əˈtækɚ əˈtækɚ
attacking, əˈtækɪŋ
attain, əˈteɪn əˈteɪn
attainable, əˈteɪnəbəl
attainment, əˈteɪnmənt əˈteɪnmənt əˈteɪnmənt
attempt, əˈtempt əˈtempt
attempted, əˈtemptɪd
attend, əˈtend əˈtend əˈtend əˈtend əˈtend əˈtend
attendance, əˈtendəns əˈtendəns əˈten·dəns əˈten·dəns
attendant, əˈtendənt əˈtendənt əˈtendənt əˈten·dənt
attendee, ətenˈdiː əˌtenˈdi ətenˈdiː
attention, əˈtenʃən əˈtenʃən əˈtenʃən əˈten·ʃən əˈten·ʃən
attentions, əˈtenʃən
attentive, əˈtent̬ɪv əˈtent̬ɪv əˈten·tɪv
attentively, əˈtent̬ɪvli
attentiveness, əˈtent̬ɪvnəs əˈtent̬ɪvnəs
attenuate, əˈtenjueɪt əˈtenjueɪt
attenuated, əˈtenjueɪt̬ɪd əˈtenjueɪt̬ɪd
attest, əˈtest əˈtest əˈtest
attic, ˈæt̬ɪk ˈæt̬·ɪk
attire, əˈtaɪr əˈtɑɪər
attired, əˈtaɪrd
attitude, ˈæt̬ətuːd ˈæt̬ətuːd ˈæt̬ətuːd ˈæt̬·ɪˌtud ˈæt̬·ɪˌtud
attitudinal, æt̬ɪˈtuːdənəl
attorney, əˈtɝːni əˈtɜr·ni
attract, əˈtrækt əˈtrækt əˈtrækt əˈtrækt əˈtrækt əˈtrækt
attraction, əˈtrækʃən əˈtrækʃən əˈtrækʃən əˈtræk·ʃən əˈtræk·ʃən əˈtræk·ʃən
attractive, əˈtræktɪv əˈtræktɪv əˈtræk·tɪv
attractively, əˈtræktɪvli əˈtræktɪvli
attractiveness, əˈtræktɪvnəs əˈtræktɪvnəs
attributable, əˈtrɪbjət̬əbəl əˈtrɪb·jə·t̬ə·bəl
attribute, ˈætrɪbjuːt ˈæ·trəˌbjut
attribution, ˌætrəˈbjuːʃən ˌæ·trəˈbju·ʃən
attrition, əˈtrɪʃən əˈtrɪʃən əˈtrɪʃən əˈtrɪʃ·ən
attune, əˈtuːn
attuned, əˈtuːnd əˈtuːnd
atypical, ˌeɪˈtɪpɪkəl eɪˈtɪp·ɪ·kəl
auburn, ˈɑːbɚn ˈɔ·bərn
auction, ˈɑːkʃən ˈɔk·ʃən
auctioneer, ˌɑːkʃəˈnɪr ˌɔk·ʃəˈnɪər
audacious, ɑːˈdeɪʃəs ɔˈdeɪ·ʃəs
audacity, ɑːˈdæsət̬i ɔˈdæs·ɪ·t̬i
audible, ˈɑːdəbəl ˈɔ·də·bəl
audibly, ˈɑːdəbli
audience," ˈɑːdiəns ˈɑːdiəns ˈɑːdiəns ˈɔ·di·əns, ˈɑ·di- ˈɔ·di·əns, ˈɑ·di- ˈɔ·di·əns, ˈɑ·di-"
audio, ˈɑːdioʊ ˈɔ·diˌoʊ
audiophile, ˈɑːdioʊfaɪl
audiotape, ˈɑːdioʊteɪp ˈɔ·di·oʊˌteɪp
audiovisual, ˌɑːdioʊˈvɪʒuəl ˌɔ·di·oʊˈvɪʒ·u·əl
audit, ˈɑːdɪt ˈɑːdɪt ˈɔ·dɪt
audition, ɑːˈdɪʃən ɔˈdɪʃ·ən
auditor, ˈɑːdət̬ɚ ˈɔd·ɪ·t̬ər ˈɑːdɪṱɚ
auditorium," ˌɑːdəˈtɔːriəm ˌɑːdəˈtɔːriəm ˌɔ·dɪˈtɔr·i·əm, -ˈtoʊr-"
auditory," ˈɑːdətɔːri ˈɔ·dɪˌtɔr·i, -ˌtoʊr·i"
auger, ˈɑːɡɚ
aught, ɑːt
augment, ɑːɡˈment ɔɡˈment
augmentation, ˌɑːɡmenˈteɪʃən
augmented, ɑːɡˈment̬ɪd
augur, ˈɑːɡɚ
august, ɑːˈɡʌst ɔˈɡʌst
aunt," ænt ænt, ɑnt"
auntie, ˈænt̬i ˈænt̬i
aura, ˈɔːrə ˈɔːrə ˈɔːrə ˈɔːrə ˈɔr·ə
aural, ˈɔːrəl ˈɔr·əl
aureole, ˈɔːrioʊl
aurora, ɔːˈrɔːrə
auroral, ɔːˈrɔːrəl
auspices," ˈɔ·spə·səz, -ˌsiz"
auspicious, ɑːˈspɪʃəs ɔˈspɪʃ·əs
austere, ɑːˈstɪr ɑːˈstɪr ɑːˈstɪr ɔˈstɪər ɔˈstɪər
austerely, ɑːˈstɪrli ɑːˈstɪrli ɑːˈstɪrli
austerity," ˈɑːsterət̬i ˈɑːsterət̬i ˈɑːsterət̬i ɔˈster·ɪ·t̬i, -ˈstɪər-"
authentic, ɑːˈθent̬ɪk ɔˈθen·tɪk
authentically, ɑːˈθent̬ɪkəli ɑːˈθent̬ɪkəli
authenticate, ɑːˈθent̬əkeɪt ɑːˈθenṱɪ- ɑːˈθenṱɪ-
authentication, ɑːˌθent̬əˈkeɪʃən
authenticity, ˌɑːθenˈtɪsət̬i
author, ˈɑːθɚ ˈɑːθɚ ˈɔ·θər
authoritarian," əˌθɔːrəˈteriən əˌθɔr·əˈteər·i·ən, -əˌθɑr-"
authoritarianism, əˌθɔːrəˈteriənɪzəm
authoritative," əˈθɔːrət̬ət̬ɪv əˈθɔːrət̬ət̬ɪv əˈθɔr·əˌteɪ·t̬ɪv, əˈθɑr-"
authoritatively, əˈθɔːrət̬ət̬ɪvli əˈθɔːrət̬ət̬ɪvli
authority," əˈθɔːrət̬i əˈθɔːrət̬i əˈθɔːrət̬i əˈθɔr·ɪ·t̬i, əˈθɑr- əˈθɔr·ɪ·t̬i, əˈθɑr- əˈθɔr·ɪ·t̬i, əˈθɑr- əˈθɔr·ɪ·t̬i, əˈθɑr-"
authorization, ˌɑːθɚəˈzeɪʃən
authorize, ˈɑːθɚaɪz ˈɔ·θəˌrɑɪz
authorized, ˈɑːθɚaɪzd
authorship, ˈɑːθɚʃɪp ˈɔ·θərˌʃɪp
autism, ˈɑːtɪzəm ˈɔˌtɪz·əm
autistic, ɑːˈtɪstɪk
auto," ˈɑːt̬oʊ ˈɔ·t̬oʊ, ˈɑ·t̬oʊ"
autobahn, ˈɑːt̬oʊbɑːn
autobiographer, ˌɑːt̬əbaɪˈɑːɡrəfɚ
autobiographical," ˌɑːt̬əˌbaɪəˈɡræfɪkəl ˌɔ·t̬ə·bɑɪ·əˈɡræf·ɪ·kəl, ˈɑ·t̬ə-"
autobiography, ˌɑːt̬əbaɪˈɑːɡrəfi ˌɑːt̬əbaɪˈɑːɡrəfi ˌɔt̬·ə·bɑɪˈɑɡ·rə·fi
autoclave, ˈɑːt̬oʊkleɪv
autocracy, ɑːˈtɑːkrəsi ɑːˈtɑːkrəsi ɔˈtɑk·rə·si
autocrat, ˈɑːt̬əkræt
autocratic, ˌɑːt̬əˈkræt̬ɪk
autograph, ˈɑːt̬əɡræf ˈɔ·t̬əˌɡræf
autoimmune, ˌɑːt̬oʊɪˈmjuːn
automaker," ˈɑːt̬oʊˌmeɪkɚ ˈɔ·t̬oʊˌmeɪ·kər, ˈɑt̬-"
automate, ˈɑːt̬əmeɪt ˈɔ·t̬əˌmeɪt
automated, ˈɑːt̬əmeɪt̬ɪd ˈɔ·t̬əˌmeɪ·t̬ɪd
automatic, ˌɑːt̬əˈmæt̬ɪk ˌɑːt̬əˈmæt̬ɪk ˌɑːt̬əˈmæt̬ɪk ˌɑːt̬əˈmæt̬ɪk ˌɑːt̬əˈmæt̬ɪk ˌɔ·t̬əˈmæt̬·ɪk ˌɔ·t̬əˈmæt̬·ɪk ˌɔ·t̬əˈmæt̬·ɪk
automatically, ˌɑːt̬əˈmæt̬ɪkəli ˌɑːt̬əˈmæt̬ɪkəli ˌɑːt̬əˈmæt̬ɪkəli ˌɔ·t̬əˈmæt·ɪk·li ˌɔ·t̬əˈmæt·ɪk·li ˌɑːṱəˈmæţ- ˌɑːṱəˈmæţ-
automation, ˌɑːt̬əˈmeɪʃən ˌɔ·t̬əˈmeɪ·ʃən
automaton, ɑːˈtɑːmət̬ən
automobile," ˈɑːt̬əmoʊbiːl ˈɔ·t̬ə·moʊˌbil, ˌɔ·t̬ə·moʊˈbil"
automotive, ˌɑːt̬əˈmoʊt̬ɪv ˌɔ·t̬əˈmoʊt̬·ɪv
autonomic, ˌɑːt̬əˈnoʊmɪk ˌɑːt̬əˈnoʊmɪk ˌɑːt̬əˈnoʊmɪk
autonomous, ɑːˈtɑːnəməs ɑːˈtɑːnəməs ɑːˈtɑːnəməs
autonomy, ɑːˈtɑːnəmi ɑːˈtɑːnəmi ɔˈtɑn·ə·mi
autopilot, ˈɑːt̬oʊˌpaɪlət
autopsy, ˈɑːtɑːpsi ˈɔˌtɑp·si
autumn, ˈɑːt̬əm ˈɔ·t̬əm
autumnal, ɑːˈtʌmnəl
auxiliary, ɑːɡˈzɪlieri ɔɡˈzɪl·jə·ri
avail, əˈveɪl
availability, əˌveɪləˈbɪlət̬i əˌveɪləˈbɪlət̬i
available, əˈveɪləbəl əˈveɪləbəl əˈveɪ·lə·bəl
avalanche, ˈævəlæntʃ ˈævəlæntʃ ˈæv·əˌlæntʃ ˈæv·əˌlæntʃ
avarice, ˈævɚɪs ˈæv·ər·əs
avatar, ˈævətɑːr ˈævətɑːr
avenge, əˈvendʒ əˈvendʒ
avenger, əˈvendʒɚ
avenue," ˈævənuː ˈævənuː ˈævənuː ˈæv·ənˌju, -əˌnu ˈæv·ənˌju, -əˌnu"
aver, əˈvɝː
average," ˈævɚɪdʒ ˈævɚɪdʒ ˈævɚɪdʒ ˈævɚɪdʒ ˈæv·rɪdʒ, -ər·ɪdʒ ˈæv·rɪdʒ, -ər·ɪdʒ"
averse, əˈvɝːs əˈvɜrs
aversion," əˈvɝːʒən əˈvɜr·ʒən, -ʃən"
avert, əˈvɝːt əˈvɝːt əˈvɜrt əˈvɜrt
avian, ˈeɪviən
aviary, ˈeɪvieri
aviation, ˌeɪviˈeɪʃən ˌeɪ·viˈeɪ·ʃən
aviator, ˈeɪvieɪt̬ɚ
avid, ˈævɪd ˈæv·ɪd
avidly, ˈævɪdli
avionics, ˌeɪviˈɑːnɪks ˌeɪviˈɑːnɪks -ˈɑːnɪks -ˈɑːnɪks
avocado," ˌɑːvəˈkɑːdoʊ ˌɑːvəˈkɑːdoʊ ˌɑ·vəˈkɑ·doʊ, ˌæv·ə-"
avocation, ˌævəˈkeɪʃən
avoid, əˈvɔɪd əˈvɔɪd əˈvɔɪd
avoidable, əˈvɔɪdəbəl
avoidance, əˈvɔɪdəns
avow, əˈvaʊ
avowed, əˈvaʊd əˈvɑʊd
avuncular, əˈvʌŋkjəlɚ
aw, ɔː ɔː
await, əˈweɪt əˈweɪt
awake, əˈweɪk əˈweɪk
awaken, əˈweɪkən əˈweɪ·kən əˈweɪ·kən
awakening, əˈweɪkənɪŋ
award, əˈwɔːrd əˈwɔrd
awarding, əˈwɔːrdɪŋ
aware, əˈwer əˈwer əˈweər
awareness, əˈwernəs
awash," əˈwɑːʃ əˈwɑːʃ əˈwɑʃ, əˈwɔʃ əˈwɑʃ, əˈwɔʃ"
away, əˈweɪ əˈweɪ əˈweɪ əˈweɪ əˈweɪ əˈweɪ əˈweɪ əˈweɪ
awe, ɑː ɔ
awed, ɑːd
awesome, ˈɑːsəm ˈɑːsəm ˈɔ·səm
awesomely, ˈɑːsəmli ˈɑːsəmli
awestruck, ˈɑːstrʌk
awful, ˈɑːfəl ˈɑːfəl ˈɔ·fəl ˈɔ·fəl
awfully," ˈɑːfəli ˈɑːfəli ˈɔf·li, ˈɔ·fə·li"
awfulness, ˈɑːfəlnəs
awhile," əˈwaɪl əˈhwɑɪl, əˈwɑɪl"
awkward, ˈɑːkwɚd ˈɑːkwɚd ˈɑːkwɚd ˈɑːkwɚd ˈɑːkwɚd ˈɔk·wərd ˈɔk·wərd ˈɔk·wərd ˈɔk·wərd
awkwardly, ˈɑːkwɚdli ˈɑːkwɚdli ˈɑːkwɚdli ˈɑːkwɚdli ˈɑːkwɚdli ˈɔ·kwər·dli ˈɔ·kwər·dli
awkwardness, ˈɑːkwɚdnəs ˈɑːkwɚdnəs ˈɑːkwɚdnəs ˈɑːkwɚdnəs
awning, ˈɑːnɪŋ ˈɔ·nɪŋ
awoke, əˈwoʊk əˈwoʊk
awry, əˈraɪ əˈraɪ əˈrɑɪ
ax, æks æks
axe, æks
axel, ˈæksəl
axes, ˈæksiːz ˈæksiːz
axial, ˈæksiəl ˈæksiəl ˈæksiəl
axiom, ˈæksiəm ˈæksiəm ˈæk·si·əm
axiomatic, ˌæksiəˈmæt̬ɪk ˌæk·si·əˈmæt·ɪk
axis, ˈæksɪs ˈæksɪs ˈæksɪs ˈæksɪs ˈæk·səs ˈæk·səs ˈæk·səs
axle, ˈæksəl ˈæk·səl
axon, ˈæksɑːn ˈæk·sɑn
ay, aɪ aɪ
ayatollah, ˌaɪəˈtoʊlə
aye, aɪ aɪ ɑɪ
azalea, əˈzeɪliə
azure, ˈæʒɚ
baa, bæ
bab, bæb
baba, ˈbæbə ˈbæbə
babble, ˈbæbəl ˈbæbəl ˈbæb·əl
babe, beɪb beɪb beɪb beɪb
babel, ˈbæbəl
baboon, bəˈbuːn bæˈbun
baby, ˈbeɪbi ˈbeɪbi ˈbeɪbi ˈbeɪbi ˈbeɪbi ˈbeɪbi ˈbeɪ·bi ˈbeɪ·bi ˈbeɪ·bi ˈbeɪ·bi ˈbeɪ·bi
babyhood, ˈbeɪbihʊd
babyish, ˈbeɪbiɪʃ ˈbeɪ·biˌɪʃ
babysit, ˈbeɪbisɪt ˈbeɪbisɪt ˈbeɪ·biˌsɪt
babysitter, ˈbeɪbiˌsɪt̬ɚ ˈbeɪbiˌsɪt̬ɚ
babysitting, ˈbeɪbiˌsɪt̬ɪŋ
baccalaureate, ˌbækəˈlɔːriət ˌbækəˈlɔːriət
bachelor, ˈbætʃəlɚ ˈbætʃ·ə·lər
bacillus, bəˈsɪləs
back, bæk bæk bæk bæk bæk bæk bæk bæk
backache, ˈbækeɪk ˈbækˌeɪk
backbiting, ˈbækˌbaɪt̬ɪŋ ˈbækˌbɑɪ·t̬ɪŋ
backboard," ˈbækbɔːrd ˈbækbɔːrd ˈbækˌbɔrd, -ˌboʊrd"
backbone, ˈbækboʊn ˈbækboʊn ˈbækˌboʊn ˈbækˌboʊn ˈbækˌboʊn
backbreaking, ˈbækˌbreɪkɪŋ ˈbækˌbreɪ·kɪŋ
backdoor, ˈbækdɔːr ˈbækdɔːr
backdrop, ˈbækdrɑːp ˈbækdrɑːp ˈbækdrɑːp ˈbækˌdrɑp ˈbækˌdrɑp
backer, ˈbækɚ ˈbæk·ər
backfield, ˈbækfiːld ˈbækfiːld
backfire, ˌbækˈfaɪr ˌbækˈfaɪr ˈbækˌfɑɪər ˈbækˌfɑɪər
backgammon, ˈbækɡæmən ˈbækˌɡæm·ən
background, ˈbækɡraʊnd ˈbækɡraʊnd ˈbækɡraʊnd ˈbækɡraʊnd ˈbækɡraʊnd ˈbækˌɡrɑʊnd ˈbækˌɡrɑʊnd ˈbækˌɡrɑʊnd ˈbækˌɡrɑʊnd ˈbækˌɡrɑʊnd
backhand, ˈbækhænd ˈbækˌhænd
backhanded, ˌbækˈhændɪd ˌbækˈhændɪd ˈbækˈhæn·dɪd
backhoe, ˈbækhoʊ
backing, ˈbækɪŋ ˈbækɪŋ ˈbækɪŋ ˈbæk·ɪŋ
backlash, ˈbæklæʃ ˈbækˌlæʃ
backless, ˈbækləs ˈbækləs
backlog," ˈbæklɑːɡ ˈbækˌlɔɡ, -ˌlɑɡ"
backlogged, ˈbæklɑːɡd
backpack, ˈbækpæk ˈbækˌpæk
backpacker, ˈbækpækɚ ˈbækpækɚ
backpacking, ˈbækˌpækɪŋ ˈbækˌpækɪŋ
backpedal, ˈbækˌpedəl ˈbækˌpedəl
backroom, ˌbækˈruːm ˈbækˌruːm ˈbækˌruːm
backseat, ˈbækˈsit ˈbækˈsit
backside, ˈbæksaɪd ˈbæksaɪd ˈbækˌsɑɪd
backslapping, ˈbækˌslæpɪŋ
backslash, ˈbækslæʃ
backslide, ˈbækslaɪd ˈbæk·slɑɪd
backspin, ˈbækspɪn ˈbækspɪn ˈbækspɪn ˈbækspɪn
backstage, bækˈsteɪdʒ bækˈsteɪdʒ ˈbækˈsteɪdʒ
backstop, ˈbækstɑːp ˈbækstɑːp ˈbækstɑːp ˈbækstɑːp
backstroke, ˈbækstroʊk ˈbæk·stroʊk
backtrack, ˈbæktræk ˈbæktræk ˈbækˌtræk ˈbækˌtræk
backup, ˈbækʌp ˈbækʌp ˈbækʌp ˈbækˌʌp ˈbækˌʌp
backward, ˈbækwɚd ˈbækwɚd ˈbækwɚd ˈbækwɚd ˈbæk·wərd
backwardness, ˈbækwɚdnəs ˈbæk·wərd·nəs
backwards, ˈbækwɚdz ˈbækwɚdz
backwash, ˈbækwɑːʃ ˈbækwɑːʃ
backwater," ˈbækwɑːt̬ɚ ˈbækwɑːt̬ɚ ˈbækˌwɔ·t̬·ər, -ˌwɑt̬·ər"
backwoods, ˈbækˈwʊdz
backyard, ˌbækˈjɑːrd ˌbækˈjɑːrd ˈbækˈjɑrd
bacon, ˈbeɪkən ˈbeɪ·kən
bacteria, bækˈtɪriə bækˈtɪər·i·ə
bacterial, bækˈtɪriəl bækˈtɪər·i·əl
bacterium, bækˈtɪriəm
bad, bæd bæd bæd bæd bæd bæd bæd bæd bæd bæd bæd bæd bæd bæd
badass, ˈbædæs ˈbædæs
bade," bæd bæd, beɪd"
badge, bædʒ bædʒ bædʒ bædʒ bædʒ
badger, ˈbædʒɚ ˈbædʒ·ər
badlands, ˈbædlændz ˈbædˌlændz
badly, ˈbædli ˈbædli ˈbædli ˈbæd·li ˈbæd·li ˈbæd·li
badminton, ˈbædmɪntən ˈbædˌmɪn·tən
badness, ˈbædnəs ˈbædnəs ˈbædnəs
bae, beɪ
baffle, ˈbæfəl ˈbæf·əl
baffling, ˈbæfəlɪŋ
bag, bæɡ bæɡ bæɡ bæɡ bæɡ bæɡ bæɡ bæɡ
bagel, ˈbeɪɡəl ˈbeɪɡəl ˈbeɪ·ɡəl
bagful, ˈbæɡfʊl
baggage, ˈbæɡɪdʒ ˈbæɡɪdʒ ˈbæɡ·ɪdʒ ˈbæɡ·ɪdʒ
baggy, ˈbæɡi ˈbæɡ·i
bagman, ˈbæɡmæn
bagpipe, ˈbæɡpaɪp
bagpipes, ˈbæɡpaɪps ˈbæɡˌpɑɪps
baguette, bæɡˈet bæɡˈet
bah, bɑː
baht, bɑːt
bail, beɪl beɪl
bailey, ˈbeɪli
bailiff, ˈbeɪlɪf ˈbeɪlɪf ˈbeɪlɪf ˈbeɪ·lɪf
bailiwick, ˈbeɪliwɪk
bails, beɪlz
bait, beɪt beɪt beɪt beɪt
bake, beɪk beɪk beɪk beɪk
baker, ˈbeɪkɚ ˈbeɪkɚ ˈbeɪ·kər
bakery," ˈbeɪkɚi ˈbeɪ·kə·ri, ˈbeɪ·kri"
baking, ˈbeɪkɪŋ ˈbeɪkɪŋ
balance, ˈbæləns ˈbæləns ˈbæləns ˈbæləns ˈbæləns ˈbæləns ˈbæl·əns ˈbæl·əns ˈbæl·əns ˈbæl·əns ˈbæl·əns
balanced, ˈbælənst ˈbælənst ˈbæl·ənst ˈbæl·ənst ˈbæl·ənst
balcony, ˈbælkəni ˈbælkəni ˈbæl·kə·ni
bald, bɑːld bɑːld bɑːld bɔld bɔld
balderdash, ˈbɑːldɚdæʃ
balding, ˈbɑːldɪŋ ˈbɔl·dɪŋ
baldness, ˈbɑːldnəs ˈbɑːldnəs ˈbɔld·nəs
bale, beɪl beɪl
baleen, bəˈliːn
baleful, ˈbeɪlfəl
baler, ˈbeɪlɚ
balk, bɑːlk bɑːlk bɔk
ball, bɑːl bɑːl bɑːl bɑːl bɑːl bɑːl bɑːl bɑːl bɑːl bɑːl bɔl bɔl bɔl bɔl
ballad, ˈbæləd ˈbæl·əd
ballade, bælˈɑːd bælˈɑːd
ballast, ˈbæləst ˈbæləst
ballcock, ˈbɑːlkɑːk
baller, ˈbɑːlɚ ˈbɑːlɚ ˈbɑːlɚ
ballerina, ˌbæləˈriːnə ˌbæl·əˈri·nə
ballet, bælˈeɪ bæˈleɪ
ballgame, ˈbɑːlɡeɪm ˈbɔlˌɡeɪm ˈbɔlˌɡeɪm
ballistic, bəˈlɪstɪk bəˈlɪstɪk
ballistics, bəˈlɪstɪks bəˈlɪs·tɪks
ballon, ˈbælən
balloon, bəˈluːn bəˈluːn bəˈluːn bəˈlun bəˈlun
ballooning, bəˈluːnɪŋ
balloonist, bəˈluːnɪst
ballot, ˈbælət ˈbælət ˈbæl·ət ˈbæl·ət
ballpark, ˈbɑːlpɑːrk ˈbɔl·pɑrk ˈbɔl·pɑrk
ballplayer, ˈbɑːlpleɪɚ ˈbɑːlpleɪɚ
ballroom," ˈbɑːlruːm ˈbɔlˌrum, -ˌrʊm"
balls, bɑːlz bɑːlz bɑːlz
bally, ˈbæli
ballyhoo, ˌbæliˈhuː
balm," bɑːm bɑːm bɑm, bɑlm"
balmy," ˈbɑːmi bɑ·mi, bɑl-"
baloney, bəˈloʊni bəˈloʊni bəˈloʊ·ni bəˈloʊ·ni
balsam, ˈbɑːlsəm ˈbɑːlsəm
baltic, ˈbɔːltɪk
bam, bæm bæm
bamboo, bæmˈbuː bæmˈbuː bæmˈbuː bæmˈbu
ban, bæn bæn
banal," bəˈnɑːl bəˈnæl, -nɑl; ˈbeɪ·nəl"
banality, bəˈnɑːlət̬i
banana, bəˈnænə bəˈnæn·ə
bananas, bəˈnænəz bəˈnæn·əz
band, bænd bænd bænd bænd bænd bænd bænd bænd bænd
bandage, ˈbændɪdʒ ˈbændɪdʒ ˈbæn·dɪdʒ
bandana, bænˈdænə
bandicoot, ˈbændikuːt
bandit, ˈbændɪt ˈbæn·dɪt
bandleader, ˈbændˌliːdɚ ˈbændˌlid·ər
bandstand, ˈbændstænd
bandwagon, ˈbændˌwæɡən ˈbændˌwæɡ·ən
bandwidth," ˈbændwɪtθ ˈbændwɪtθ ˈbændwɪtθ ˈbændwɪtθ ˈbænd·wɪtθ, -wɪdθ ˈbænd·wɪtθ, -wɪdθ"
bandy, ˈbændi
bane, beɪn
bang, bæŋ bæŋ bæŋ bæŋ bæŋ bæŋ
banger, ˈbæŋɚ ˈbæŋɚ ˈbæŋɚ ˈbæŋɚ ˈbæŋɚ
banging, ˈbæŋɪŋ
bangle, ˈbæŋɡəl
bangs, bæŋz bæŋz
banish, ˈbænɪʃ ˈbænɪʃ ˈbæn·ɪʃ ˈbæn·ɪʃ
banishment, ˈbænɪʃmənt
banister, ˈbænəstɚ ˈbænəstɚ ˈbæn·ə·stər
banjo, ˈbændʒoʊ ˈbæn·dʒoʊ
bank, bæŋk bæŋk bæŋk bæŋk bæŋk bæŋk bæŋk bæŋk bæŋk bæŋk bæŋk bæŋk
bankable, ˈbæŋkəbəl ˈbæŋkəbl  ˈbæŋkəbl 
banker, ˈbæŋkɚ ˈbæŋkɚ ˈbæŋ·kər
banking, ˈbæŋkɪŋ ˈbæŋkɪŋ ˈbæŋ·kɪŋ
banknote, ˈbæŋknoʊt
bankroll, ˈbæŋkroʊl -roʊl
bankrupt, ˈbæŋkrʌpt ˈbæŋkrʌpt ˈbæŋkrʌpt ˈbæŋ·krəpt ˈbæŋ·krəpt
bankruptcy, ˈbæŋkrəptsi ˈbæŋkrəptsi ˈbæŋ·krəp·si
banner, ˈbænɚ ˈbænɚ ˈbænɚ ˈbæn·ər ˈbæn·ər
bannister, ˈbænəstɚ
banquet, ˈbæŋkwət ˈbæŋkwət ˈbæŋ·kwɪt
banshee, ˈbænʃiː
bantam, ˈbænt̬əm
banter, ˈbæntɚ ˈbæn·tər
bantering, ˈbæntɚɪŋ
banyan, ˈbænjæn
baptism, ˈbæptɪzəm ˈbæpˌtɪz·əm
baptismal, bæpˈtɪzməl
baptize, bæpˈtaɪz bæpˈtɑɪz
bar, bɑːr bɑːr bɑːr bɑːr bɑːr bɑːr bɑːr bɑːr bɑːr bɑːr bɑr bɑr bɑr bɑr bɑr bɑr
barb, bɑːrb bɑːrb bɑrb bɑrb
